makespan,max_slowdown,max_stretch,max_waiting_time,max_turnaround_time,mean_slowdown,mean_pp_slowdown,mean_stretch,mean_waiting_time,mean_turnaround_time,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,time_idle,time_computing,time_switching_off,time_switching_on,time_sleeping,consumed_joules,energy_waste,nb_switches,nb_computing_machines,simulation_time
4652.0,29.11764705882353,28.11764705882353,4302.0,4455.0,15.031585241622219,3.5388707309825413,14.031585241622217,2103.11,2252.79,100.0,100.0,100.0,0.0,0.0,6623.0,67809.0,0.0,0.0,0.0,13512895.0,629185.0,0.0,16.0,0.42803382873535156
