makespan,max_slowdown,max_stretch,max_waiting_time,max_turnaround_time,mean_slowdown,mean_pp_slowdown,mean_stretch,mean_waiting_time,mean_turnaround_time,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,time_idle,time_computing,time_switching_off,time_switching_on,time_sleeping,consumed_joules,energy_waste,nb_switches,nb_computing_machines,simulation_time
4804.0,30.80536912751678,29.80536912751678,4454.0,4607.0,15.862083753162112,3.7553806980414897,14.862083753162112,2227.47,2377.15,100.0,100.0,100.0,0.0,0.0,9055.0,67809.0,0.0,0.0,0.0,14604160.0,1720450.0,0.0,16.0,0.22658777236938477
