type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0.0,2.0,0 1 2 3,-1,0.0
idle,0.0,3.0,4 5 6 7 8,-1,0.0
idle,0.0,4.0,9 10 11 12,-1,0.0
idle,0.0,21.0,13 14,-1,0.0
idle,0.0,30.0,15,-1,0.0
computing,2.0,151.0,0 1 2 3,1,2.0
computing,3.0,153.0,4 5 6 7 8,2,3.0
computing,4.0,154.0,9 10 11 12,3,4.0
computing,21.0,171.0,13 14,11,21.0
switching_off,30.0,35.0,15,-2,30.0
sleeping,35.0,154.0,15,-4,35.0
idle,151.0,151.0,0 1 2 3,-1,151.0
computing,151.0,300.0,0 1 2 3,4,11.0
idle,153.0,153.0,4 5 6 7 8,-1,153.0
computing,153.0,304.0,4 5 6 7 8,5,11.0
idle,154.0,159.0,9 10 11 12,-1,154.0
switching_on,154.0,159.0,15,-3,154.0
idle,159.0,159.0,15,-1,159.0
computing,159.0,309.0,9 10 11 12 15,6,11.0
idle,171.0,201.0,13 14,-1,171.0
switching_off,201.0,206.0,13 14,-2,201.0
sleeping,206.0,300.0,13,-4,206.0
sleeping,206.0,309.0,14,-4,206.0
idle,300.0,304.0,0 1 2 3,-1,300.0
switching_on,300.0,305.0,13,-3,300.0
idle,304.0,304.0,4,-1,304.0
idle,304.0,305.0,5 6 7 8,-1,304.0
computing,304.0,457.0,0 1 2 3 4,8,18.0
idle,305.0,305.0,13,-1,305.0
computing,305.0,458.0,5 6 7 8 13,7,12.0
idle,309.0,309.0,9 10 11 12,-1,309.0
idle,309.0,314.0,15,-1,309.0
switching_on,309.0,314.0,14,-3,309.0
computing,309.0,456.0,9 10 11 12,9,19.0
idle,314.0,314.0,14,-1,314.0
computing,314.0,461.0,14 15,16,26.0
idle,456.0,456.0,9 10 11 12,-1,456.0
computing,456.0,608.0,9 10 11 12,14,23.0
idle,457.0,457.0,0 1 2 3 4,-1,457.0
computing,457.0,610.0,0 1 2 3 4,10,20.0
idle,458.0,458.0,5 6 7 8 13,-1,458.0
computing,458.0,608.0,5 6 7 8 13,12,21.0
idle,461.0,461.0,14 15,-1,461.0
computing,461.0,608.0,14 15,41,70.0
idle,608.0,608.0,5 6 7 8 9 10 11 12 13 14 15,-1,608.0
computing,608.0,757.0,10 11 12,15,26.0
computing,608.0,758.0,5 6 7 8 9,13,22.0
computing,608.0,758.0,13 14 15,24,40.0
idle,610.0,610.0,0 1 2 3 4,-1,610.0
computing,610.0,761.0,0 1 2 3 4,17,31.0
idle,757.0,757.0,10 11 12,-1,757.0
computing,757.0,910.0,10 11 12,40,69.0
idle,758.0,758.0,5 6 7 8 9 13 14 15,-1,758.0
computing,758.0,907.0,5 6 7 8,18,34.0
computing,758.0,907.0,9 13 14 15,19,35.0
idle,761.0,761.0,0 1 2 3 4,-1,761.0
computing,761.0,914.0,0 1 2 3 4,20,35.0
idle,907.0,907.0,5 6 7 8 9 13,-1,907.0
idle,907.0,910.0,14 15,-1,907.0
computing,907.0,1055.0,5 6 7 8,21,38.0
computing,907.0,1058.0,9 13,43,76.0
idle,910.0,910.0,10 11 12,-1,910.0
computing,910.0,1060.0,10 11 12 14 15,22,38.0
idle,914.0,914.0,0 1 2 3 4,-1,914.0
computing,914.0,1060.0,0 1 2 3 4,23,39.0
idle,1055.0,1058.0,5 6 7 8,-1,1055.0
idle,1058.0,1058.0,9,-1,1058.0
idle,1058.0,1060.0,13,-1,1058.0
computing,1058.0,1206.0,5 6 7 8 9,25,44.0
idle,1060.0,1060.0,0 1 2 3 4 10 11 12 14 15,-1,1060.0
computing,1060.0,1210.0,12 13 14 15,29,48.0
computing,1060.0,1213.0,0 1 2 3 4 10 11,26,45.0
idle,1206.0,1206.0,5 6 7 8 9,-1,1206.0
computing,1206.0,1354.0,5 6 7 8 9,27,45.0
idle,1210.0,1210.0,12 13 14 15,-1,1210.0
computing,1210.0,1359.0,12 13 14 15,31,52.0
idle,1213.0,1213.0,0 1 2 3 4,-1,1213.0
idle,1213.0,1243.0,10 11,-1,1213.0
computing,1213.0,1364.0,0 1 2 3 4,28,48.0
switching_off,1243.0,1248.0,10 11,-2,1243.0
sleeping,1248.0,1354.0,10 11,-4,1248.0
idle,1354.0,1359.0,5 6 7 8 9,-1,1354.0
switching_on,1354.0,1359.0,10 11,-3,1354.0
idle,1359.0,1359.0,10 11 12 13 14 15,-1,1359.0
computing,1359.0,1507.0,5 6 7 8 9 10 11,30,50.0
computing,1359.0,1509.0,12 13 14 15,38,67.0
idle,1364.0,1364.0,0 1 2 3 4,-1,1364.0
computing,1364.0,1519.0,0 1 2 3 4,32,55.0
idle,1507.0,1507.0,5 6 7 8 9,-1,1507.0
idle,1507.0,1509.0,10 11,-1,1507.0
computing,1507.0,1658.0,5 6 7 8 9,33,59.0
idle,1509.0,1509.0,12 13 14,-1,1509.0
idle,1509.0,1539.0,15,-1,1509.0
computing,1509.0,1660.0,10 11 12 13 14,34,60.0
idle,1519.0,1519.0,0 1 2 3 4,-1,1519.0
computing,1519.0,1669.0,0 1 2 3 4,35,62.0
switching_off,1539.0,1544.0,15,-2,1539.0
sleeping,1544.0,1660.0,15,-4,1544.0
idle,1658.0,1658.0,5 6 7 8 9,-1,1658.0
computing,1658.0,1808.0,5 6 7 8 9,36,63.0
idle,1660.0,1665.0,10 11 12 13 14,-1,1660.0
switching_on,1660.0,1665.0,15,-3,1660.0
idle,1665.0,1665.0,15,-1,1665.0
computing,1665.0,1813.0,10 11 12 13 14 15,37,67.0
idle,1669.0,1669.0,0 1 2 3 4,-1,1669.0
computing,1669.0,1819.0,0 1 2 3 4,39,68.0
idle,1808.0,1808.0,5 6 7 8,-1,1808.0
idle,1808.0,1813.0,9,-1,1808.0
computing,1808.0,1960.0,5 6 7 8,42,70.0
idle,1813.0,1813.0,10 11 12 13 14 15,-1,1813.0
computing,1813.0,1961.0,9 10 11 12,44,76.0
computing,1813.0,1962.0,13 14 15,49,86.0
idle,1819.0,1819.0,0 1 2 3 4,-1,1819.0
computing,1819.0,1967.0,0 1 2 3 4,45,82.0
idle,1960.0,1960.0,5 6,-1,1960.0
idle,1960.0,1961.0,7 8,-1,1960.0
computing,1960.0,2111.0,5 6,57,113.0
idle,1961.0,1961.0,9 10 11,-1,1961.0
idle,1961.0,1962.0,12,-1,1961.0
computing,1961.0,2107.0,7 8 9 10 11,46,83.0
idle,1962.0,1962.0,13 14 15,-1,1962.0
computing,1962.0,2107.0,12 13 14 15,48,85.0
idle,1967.0,1967.0,0 1 2 3 4,-1,1967.0
computing,1967.0,2115.0,0 1 2 3 4,47,84.0
idle,2107.0,2107.0,7 8 9 10 11 12 13 14 15,-1,2107.0
computing,2107.0,2257.0,7 8 9 10,50,91.0
computing,2107.0,2258.0,11 12 13 14 15,51,93.0
idle,2111.0,2111.0,5 6,-1,2111.0
computing,2111.0,2261.0,5 6,65,129.0
idle,2115.0,2115.0,0 1 2 3,-1,2115.0
idle,2115.0,2145.0,4,-1,2115.0
computing,2115.0,2265.0,0 1 2 3,52,100.0
switching_off,2145.0,2150.0,4,-2,2145.0
sleeping,2150.0,2257.0,4,-4,2150.0
idle,2257.0,2258.0,7 8 9 10,-1,2257.0
switching_on,2257.0,2262.0,4,-3,2257.0
idle,2258.0,2261.0,11,-1,2258.0
idle,2258.0,2262.0,12 13 14,-1,2258.0
idle,2258.0,2265.0,15,-1,2258.0
computing,2258.0,2407.0,7 8 9 10,54,102.0
idle,2261.0,2261.0,5 6,-1,2261.0
computing,2261.0,2410.0,5 6 11,58,116.0
idle,2262.0,2262.0,4,-1,2262.0
computing,2262.0,2411.0,4 12 13 14,53,100.0
idle,2265.0,2265.0,0 1 2 3,-1,2265.0
computing,2265.0,2415.0,0 1 2 3 15,55,103.0
idle,2407.0,2410.0,7 8 9,-1,2407.0
idle,2407.0,2411.0,10,-1,2407.0
idle,2410.0,2410.0,5 6,-1,2410.0
idle,2410.0,2411.0,11,-1,2410.0
computing,2410.0,2561.0,5 6 7 8 9,56,112.0
idle,2411.0,2411.0,4 12 13,-1,2411.0
idle,2411.0,2415.0,14,-1,2411.0
computing,2411.0,2562.0,4 10 11 12 13,59,122.0
idle,2415.0,2415.0,0 1 2 3,-1,2415.0
idle,2415.0,2445.0,15,-1,2415.0
computing,2415.0,2564.0,0 1 2 3 14,60,123.0
switching_off,2445.0,2450.0,15,-2,2445.0
sleeping,2450.0,2562.0,15,-4,2450.0
idle,2561.0,2561.0,5 6 7 8,-1,2561.0
idle,2561.0,2562.0,9,-1,2561.0
computing,2561.0,2709.0,5 6 7 8,61,126.0
idle,2562.0,2562.0,4 10 11,-1,2562.0
idle,2562.0,2567.0,12 13,-1,2562.0
switching_on,2562.0,2567.0,15,-3,2562.0
computing,2562.0,2716.0,4 9 10 11,62,126.0
idle,2564.0,2564.0,0 1 2 3,-1,2564.0
idle,2564.0,2567.0,14,-1,2564.0
computing,2564.0,2712.0,0 1 2 3,63,126.0
idle,2567.0,2597.0,15,-1,2567.0
computing,2567.0,2717.0,12 13 14,66,129.0
switching_off,2597.0,2602.0,15,-2,2597.0
sleeping,2602.0,2712.0,15,-4,2602.0
idle,2709.0,2709.0,5 6 7,-1,2709.0
idle,2709.0,2717.0,8,-1,2709.0
computing,2709.0,2860.0,5 6 7,75,143.0
idle,2712.0,2716.0,0 1 2 3,-1,2712.0
switching_on,2712.0,2717.0,15,-3,2712.0
idle,2716.0,2717.0,4 9 10 11,-1,2716.0
computing,2716.0,2864.0,0 1 2 3,67,131.0
idle,2717.0,2717.0,12,-1,2717.0
idle,2717.0,2747.0,13 14 15,-1,2717.0
computing,2717.0,2866.0,4 8 9 10 11 12,64,127.0
switching_off,2747.0,2752.0,13 14 15,-2,2747.0
sleeping,2752.0,2860.0,13,-4,2752.0
sleeping,2752.0,2866.0,14 15,-4,2752.0
idle,2860.0,2865.0,5 6 7,-1,2860.0
switching_on,2860.0,2865.0,13,-3,2860.0
idle,2864.0,2864.0,0 1 2 3,-1,2864.0
computing,2864.0,3016.0,0 1 2 3,69,132.0
idle,2865.0,2865.0,13,-1,2865.0
computing,2865.0,3015.0,5 6 7 13,68,131.0
idle,2866.0,2866.0,4 8 9 10 11,-1,2866.0
idle,2866.0,2871.0,12,-1,2866.0
switching_on,2866.0,2871.0,14 15,-3,2866.0
computing,2866.0,3013.0,4 8 9 10 11,70,133.0
idle,2871.0,2871.0,14 15,-1,2871.0
computing,2871.0,3018.0,12 14 15,91,186.0
idle,3013.0,3013.0,4 8 9 10 11,-1,3013.0
computing,3013.0,3161.0,4 8 9 10 11,71,133.0
idle,3015.0,3016.0,5,-1,3015.0
idle,3015.0,3018.0,6 7 13,-1,3015.0
idle,3016.0,3016.0,0 1 2 3,-1,3016.0
computing,3016.0,3164.0,0 1 2 3 5,72,133.0
idle,3018.0,3018.0,12,-1,3018.0
idle,3018.0,3048.0,14 15,-1,3018.0
computing,3018.0,3171.0,6 7 12 13,73,140.0
switching_off,3048.0,3053.0,14 15,-2,3048.0
sleeping,3053.0,3315.0,14 15,-4,3053.0
idle,3161.0,3161.0,4 8 9 10 11,-1,3161.0
computing,3161.0,3313.0,4 8 9 10 11,74,141.0
idle,3164.0,3164.0,0 1 2 3 5,-1,3164.0
computing,3164.0,3315.0,0 1 2 3 5,76,148.0
idle,3171.0,3171.0,6 7 12 13,-1,3171.0
computing,3171.0,3324.0,6 7 12 13,77,153.0
idle,3313.0,3313.0,4 8 9 10 11,-1,3313.0
computing,3313.0,3460.0,4 8 9 10 11,78,155.0
idle,3315.0,3320.0,0 1 2 3 5,-1,3315.0
switching_on,3315.0,3320.0,14 15,-3,3315.0
idle,3320.0,3320.0,14 15,-1,3320.0
computing,3320.0,3472.0,0 1 2 3 5 14 15,79,159.0
idle,3324.0,3324.0,6 7 12 13,-1,3324.0
computing,3324.0,3473.0,6 7 12 13,80,160.0
idle,3460.0,3460.0,4 8 9 10 11,-1,3460.0
computing,3460.0,3610.0,4 8 9 10 11,81,161.0
idle,3472.0,3472.0,0 1 2 3 5,-1,3472.0
idle,3472.0,3473.0,14,-1,3472.0
idle,3472.0,3502.0,15,-1,3472.0
computing,3472.0,3626.0,0 1 2 3 5,82,167.0
idle,3473.0,3473.0,6 7 12 13,-1,3473.0
computing,3473.0,3626.0,6 7 12 13 14,83,169.0
switching_off,3502.0,3507.0,15,-2,3502.0
sleeping,3507.0,3626.0,15,-4,3507.0
idle,3610.0,3610.0,4 8 9 10,-1,3610.0
idle,3610.0,3626.0,11,-1,3610.0
computing,3610.0,3758.0,4 8 9 10,84,171.0
idle,3626.0,3626.0,0 1 2 3 5 6 7,-1,3626.0
idle,3626.0,3631.0,12 13 14,-1,3626.0
switching_on,3626.0,3631.0,15,-3,3626.0
computing,3626.0,3775.0,5 6 7 11,86,172.0
computing,3626.0,3781.0,0 1 2 3,85,172.0
idle,3631.0,3631.0,15,-1,3631.0
computing,3631.0,3781.0,12 13 14 15,87,174.0
idle,3758.0,3775.0,4 8 9,-1,3758.0
idle,3758.0,3781.0,10,-1,3758.0
idle,3775.0,3775.0,5 6 7,-1,3775.0
idle,3775.0,3781.0,11,-1,3775.0
computing,3775.0,3923.0,4 5 6 7 8 9,88,177.0
idle,3781.0,3781.0,0 1 2 3 12 13 14 15,-1,3781.0
computing,3781.0,3932.0,12 13 14 15,90,184.0
computing,3781.0,3935.0,0 1 2 3 10 11,89,181.0
idle,3923.0,3923.0,4 5 6 7 8 9,-1,3923.0
computing,3923.0,4071.0,4 5 6 7 8 9,92,190.0
idle,3932.0,3932.0,12 13 14 15,-1,3932.0
computing,3932.0,4082.0,12 13 14 15,93,190.0
idle,3935.0,3935.0,0 1 2 3 10 11,-1,3935.0
computing,3935.0,4085.0,0 1 2 3 10 11,94,192.0
idle,4071.0,4071.0,4 5 6 7 8,-1,4071.0
idle,4071.0,4082.0,9,-1,4071.0
computing,4071.0,4219.0,4 5 6 7 8,95,192.0
idle,4082.0,4082.0,12 13 14 15,-1,4082.0
computing,4082.0,4230.0,9 12 13 14 15,96,193.0
idle,4085.0,4085.0,0 1 2 3 10,-1,4085.0
idle,4085.0,4115.0,11,-1,4085.0
computing,4085.0,4237.0,0 1 2 3 10,97,196.0
switching_off,4115.0,4120.0,11,-2,4115.0
sleeping,4120.0,4230.0,11,-4,4120.0
idle,4219.0,4219.0,4 5 6 7,-1,4219.0
idle,4219.0,4235.0,8,-1,4219.0
computing,4219.0,4367.0,4 5 6 7,98,197.0
idle,4230.0,4235.0,9 12 13,-1,4230.0
switching_on,4230.0,4235.0,11,-3,4230.0
idle,4230.0,4260.0,14 15,-1,4230.0
idle,4235.0,4235.0,11,-1,4235.0
computing,4235.0,4384.0,8 9 11 12 13,99,198.0
idle,4237.0,4237.0,0 1 2 3,-1,4237.0
idle,4237.0,4267.0,10,-1,4237.0
computing,4237.0,4386.0,0 1 2 3,100,204.0
switching_off,4260.0,4265.0,14 15,-2,4260.0
sleeping,4265.0,4265.0,14 15,-4,4265.0
switching_off,4267.0,4272.0,10,-2,4267.0
sleeping,4272.0,4272.0,10,-4,4272.0
idle,4367.0,4397.0,4 5 6 7,-1,4367.0
idle,4384.0,4414.0,8 9 11 12 13,-1,4384.0
idle,4386.0,4416.0,0 1 2 3,-1,4386.0
switching_off,4397.0,4402.0,4 5 6 7,-2,4397.0
sleeping,4402.0,4402.0,4 5 6 7,-4,4402.0
switching_off,4414.0,4419.0,8 9 11 12 13,-2,4414.0
switching_off,4416.0,4421.0,0 1 2 3,-2,4416.0
sleeping,4419.0,4419.0,8 9 11 12 13,-4,4419.0
sleeping,4421.0,4421.0,0 1 2 3,-4,4421.0
