time,sleeping,sleeping_nodes,switching_on,switching_on_nodes,switching_off,switching_off_nodes,idle,idle_nodes,computing,computing_nodes,unavailable
0,0,[],0,[],0,[],16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0,"[{'job_id': 1, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 13, 'finish_time': 163}, {'job_id': 2, 'nodes': [6, 7, 8, 9], 'starting_time': 36, 'finish_time': 187}, {'job_id': 3, 'nodes': [10, 11, 12, 13, 14, 15], 'starting_time': 42, 'finish_time': 194}]",0
13,0,[],0,[],0,[],10,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",6,"[{'job_id': 1, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 13, 'finish_time': 163}, {'job_id': 2, 'nodes': [6, 7, 8, 9], 'starting_time': 36, 'finish_time': 187}, {'job_id': 3, 'nodes': [10, 11, 12, 13, 14, 15], 'starting_time': 42, 'finish_time': 194}]",0
36,0,[],0,[],0,[],6,"[10, 11, 12, 13, 14, 15]",10,"[{'job_id': 1, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 13, 'finish_time': 163}, {'job_id': 2, 'nodes': [6, 7, 8, 9], 'starting_time': 36, 'finish_time': 187}, {'job_id': 3, 'nodes': [10, 11, 12, 13, 14, 15], 'starting_time': 42, 'finish_time': 194}]",0
42,0,[],0,[],0,[],0,[],16,"[{'job_id': 1, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 13, 'finish_time': 163}, {'job_id': 2, 'nodes': [6, 7, 8, 9], 'starting_time': 36, 'finish_time': 187}, {'job_id': 3, 'nodes': [10, 11, 12, 13, 14, 15], 'starting_time': 42, 'finish_time': 194}]",0
163,0,[],0,[],0,[],0,[],16,"[{'job_id': 2, 'nodes': [6, 7, 8, 9], 'starting_time': 36, 'finish_time': 187}, {'job_id': 3, 'nodes': [10, 11, 12, 13, 14, 15], 'starting_time': 42, 'finish_time': 194}, {'job_id': 4, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 163, 'finish_time': 317}]",0
187,0,[],0,[],0,[],0,[],16,"[{'job_id': 3, 'nodes': [10, 11, 12, 13, 14, 15], 'starting_time': 42, 'finish_time': 194}, {'job_id': 4, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 163, 'finish_time': 317}, {'job_id': 6, 'nodes': [6, 7, 8, 9], 'starting_time': 187, 'finish_time': 340}]",0
194,0,[],0,[],0,[],1,[15],15,"[{'job_id': 4, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 163, 'finish_time': 317}, {'job_id': 6, 'nodes': [6, 7, 8, 9], 'starting_time': 187, 'finish_time': 340}, {'job_id': 5, 'nodes': [10, 11, 12, 13, 14], 'starting_time': 194, 'finish_time': 349}]",0
224,0,[],0,[],1,[15],0,[],15,"[{'job_id': 4, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 163, 'finish_time': 317}, {'job_id': 6, 'nodes': [6, 7, 8, 9], 'starting_time': 187, 'finish_time': 340}, {'job_id': 5, 'nodes': [10, 11, 12, 13, 14], 'starting_time': 194, 'finish_time': 349}]",0
229,1,[15],0,[],0,[],0,[],15,"[{'job_id': 4, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 163, 'finish_time': 317}, {'job_id': 6, 'nodes': [6, 7, 8, 9], 'starting_time': 187, 'finish_time': 340}, {'job_id': 5, 'nodes': [10, 11, 12, 13, 14], 'starting_time': 194, 'finish_time': 349}]",0
317,1,[15],0,[],0,[],0,[],15,"[{'job_id': 6, 'nodes': [6, 7, 8, 9], 'starting_time': 187, 'finish_time': 340}, {'job_id': 5, 'nodes': [10, 11, 12, 13, 14], 'starting_time': 194, 'finish_time': 349}, {'job_id': 7, 'nodes': [0, 1, 2], 'starting_time': 317, 'finish_time': 464}, {'job_id': 15, 'nodes': [3, 4, 5], 'starting_time': 317, 'finish_time': 471}]",0
340,0,[],1,[15],0,[],4,"[6, 7, 8, 9]",11,"[{'job_id': 5, 'nodes': [10, 11, 12, 13, 14], 'starting_time': 194, 'finish_time': 349}, {'job_id': 7, 'nodes': [0, 1, 2], 'starting_time': 317, 'finish_time': 464}, {'job_id': 15, 'nodes': [3, 4, 5], 'starting_time': 317, 'finish_time': 471}, {'job_id': 8, 'nodes': [6, 7, 8, 9, 15], 'starting_time': 345, 'finish_time': 497}]",0
345,0,[],0,[],0,[],0,[],16,"[{'job_id': 5, 'nodes': [10, 11, 12, 13, 14], 'starting_time': 194, 'finish_time': 349}, {'job_id': 7, 'nodes': [0, 1, 2], 'starting_time': 317, 'finish_time': 464}, {'job_id': 15, 'nodes': [3, 4, 5], 'starting_time': 317, 'finish_time': 471}, {'job_id': 8, 'nodes': [6, 7, 8, 9, 15], 'starting_time': 345, 'finish_time': 497}]",0
349,0,[],0,[],0,[],0,[],16,"[{'job_id': 7, 'nodes': [0, 1, 2], 'starting_time': 317, 'finish_time': 464}, {'job_id': 15, 'nodes': [3, 4, 5], 'starting_time': 317, 'finish_time': 471}, {'job_id': 8, 'nodes': [6, 7, 8, 9, 15], 'starting_time': 345, 'finish_time': 497}, {'job_id': 9, 'nodes': [10, 11, 12, 13, 14], 'starting_time': 349, 'finish_time': 501}]",0
464,0,[],0,[],0,[],3,"[0, 1, 2]",13,"[{'job_id': 15, 'nodes': [3, 4, 5], 'starting_time': 317, 'finish_time': 471}, {'job_id': 8, 'nodes': [6, 7, 8, 9, 15], 'starting_time': 345, 'finish_time': 497}, {'job_id': 9, 'nodes': [10, 11, 12, 13, 14], 'starting_time': 349, 'finish_time': 501}]",0
471,0,[],0,[],0,[],0,[],16,"[{'job_id': 8, 'nodes': [6, 7, 8, 9, 15], 'starting_time': 345, 'finish_time': 497}, {'job_id': 9, 'nodes': [10, 11, 12, 13, 14], 'starting_time': 349, 'finish_time': 501}, {'job_id': 10, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 471, 'finish_time': 621}]",0
497,0,[],0,[],0,[],0,[],16,"[{'job_id': 9, 'nodes': [10, 11, 12, 13, 14], 'starting_time': 349, 'finish_time': 501}, {'job_id': 10, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 471, 'finish_time': 621}, {'job_id': 11, 'nodes': [6, 7, 8, 9, 15], 'starting_time': 497, 'finish_time': 648}]",0
501,0,[],0,[],0,[],1,[14],15,"[{'job_id': 10, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 471, 'finish_time': 621}, {'job_id': 11, 'nodes': [6, 7, 8, 9, 15], 'starting_time': 497, 'finish_time': 648}, {'job_id': 12, 'nodes': [10, 11, 12, 13], 'starting_time': 501, 'finish_time': 651}]",0
531,0,[],0,[],1,[14],0,[],15,"[{'job_id': 10, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 471, 'finish_time': 621}, {'job_id': 11, 'nodes': [6, 7, 8, 9, 15], 'starting_time': 497, 'finish_time': 648}, {'job_id': 12, 'nodes': [10, 11, 12, 13], 'starting_time': 501, 'finish_time': 651}]",0
536,1,[14],0,[],0,[],0,[],15,"[{'job_id': 10, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 471, 'finish_time': 621}, {'job_id': 11, 'nodes': [6, 7, 8, 9, 15], 'starting_time': 497, 'finish_time': 648}, {'job_id': 12, 'nodes': [10, 11, 12, 13], 'starting_time': 501, 'finish_time': 651}]",0
621,0,[],1,[14],0,[],2,"[4, 5]",13,"[{'job_id': 11, 'nodes': [6, 7, 8, 9, 15], 'starting_time': 497, 'finish_time': 648}, {'job_id': 12, 'nodes': [10, 11, 12, 13], 'starting_time': 501, 'finish_time': 651}, {'job_id': 13, 'nodes': [0, 1, 2, 3], 'starting_time': 621, 'finish_time': 770}, {'job_id': 28, 'nodes': [4, 5, 14], 'starting_time': 626, 'finish_time': 776}]",0
626,0,[],0,[],0,[],0,[],16,"[{'job_id': 11, 'nodes': [6, 7, 8, 9, 15], 'starting_time': 497, 'finish_time': 648}, {'job_id': 12, 'nodes': [10, 11, 12, 13], 'starting_time': 501, 'finish_time': 651}, {'job_id': 13, 'nodes': [0, 1, 2, 3], 'starting_time': 621, 'finish_time': 770}, {'job_id': 28, 'nodes': [4, 5, 14], 'starting_time': 626, 'finish_time': 776}]",0
648,0,[],0,[],0,[],1,[15],15,"[{'job_id': 12, 'nodes': [10, 11, 12, 13], 'starting_time': 501, 'finish_time': 651}, {'job_id': 13, 'nodes': [0, 1, 2, 3], 'starting_time': 621, 'finish_time': 770}, {'job_id': 28, 'nodes': [4, 5, 14], 'starting_time': 626, 'finish_time': 776}, {'job_id': 14, 'nodes': [6, 7, 8, 9], 'starting_time': 648, 'finish_time': 795}]",0
651,0,[],0,[],0,[],1,[15],15,"[{'job_id': 13, 'nodes': [0, 1, 2, 3], 'starting_time': 621, 'finish_time': 770}, {'job_id': 28, 'nodes': [4, 5, 14], 'starting_time': 626, 'finish_time': 776}, {'job_id': 14, 'nodes': [6, 7, 8, 9], 'starting_time': 648, 'finish_time': 795}, {'job_id': 16, 'nodes': [10, 11, 12, 13], 'starting_time': 651, 'finish_time': 798}]",0
678,0,[],0,[],1,[15],0,[],15,"[{'job_id': 13, 'nodes': [0, 1, 2, 3], 'starting_time': 621, 'finish_time': 770}, {'job_id': 28, 'nodes': [4, 5, 14], 'starting_time': 626, 'finish_time': 776}, {'job_id': 14, 'nodes': [6, 7, 8, 9], 'starting_time': 648, 'finish_time': 795}, {'job_id': 16, 'nodes': [10, 11, 12, 13], 'starting_time': 651, 'finish_time': 798}]",0
683,1,[15],0,[],0,[],0,[],15,"[{'job_id': 13, 'nodes': [0, 1, 2, 3], 'starting_time': 621, 'finish_time': 770}, {'job_id': 28, 'nodes': [4, 5, 14], 'starting_time': 626, 'finish_time': 776}, {'job_id': 14, 'nodes': [6, 7, 8, 9], 'starting_time': 648, 'finish_time': 795}, {'job_id': 16, 'nodes': [10, 11, 12, 13], 'starting_time': 651, 'finish_time': 798}]",0
770,1,[15],0,[],0,[],2,"[2, 3]",13,"[{'job_id': 28, 'nodes': [4, 5, 14], 'starting_time': 626, 'finish_time': 776}, {'job_id': 14, 'nodes': [6, 7, 8, 9], 'starting_time': 648, 'finish_time': 795}, {'job_id': 16, 'nodes': [10, 11, 12, 13], 'starting_time': 651, 'finish_time': 798}, {'job_id': 43, 'nodes': [0, 1], 'starting_time': 770, 'finish_time': 919}]",0
776,0,[],1,[15],0,[],5,"[2, 3, 4, 5, 14]",10,"[{'job_id': 14, 'nodes': [6, 7, 8, 9], 'starting_time': 648, 'finish_time': 795}, {'job_id': 16, 'nodes': [10, 11, 12, 13], 'starting_time': 651, 'finish_time': 798}, {'job_id': 43, 'nodes': [0, 1], 'starting_time': 770, 'finish_time': 919}, {'job_id': 17, 'nodes': [2, 3, 4, 5, 14, 15], 'starting_time': 781, 'finish_time': 932}]",0
781,0,[],0,[],0,[],0,[],16,"[{'job_id': 14, 'nodes': [6, 7, 8, 9], 'starting_time': 648, 'finish_time': 795}, {'job_id': 16, 'nodes': [10, 11, 12, 13], 'starting_time': 651, 'finish_time': 798}, {'job_id': 43, 'nodes': [0, 1], 'starting_time': 770, 'finish_time': 919}, {'job_id': 17, 'nodes': [2, 3, 4, 5, 14, 15], 'starting_time': 781, 'finish_time': 932}]",0
795,0,[],0,[],0,[],1,[9],15,"[{'job_id': 16, 'nodes': [10, 11, 12, 13], 'starting_time': 651, 'finish_time': 798}, {'job_id': 43, 'nodes': [0, 1], 'starting_time': 770, 'finish_time': 919}, {'job_id': 17, 'nodes': [2, 3, 4, 5, 14, 15], 'starting_time': 781, 'finish_time': 932}, {'job_id': 35, 'nodes': [6, 7, 8], 'starting_time': 795, 'finish_time': 948}]",0
798,0,[],0,[],0,[],0,[],16,"[{'job_id': 43, 'nodes': [0, 1], 'starting_time': 770, 'finish_time': 919}, {'job_id': 17, 'nodes': [2, 3, 4, 5, 14, 15], 'starting_time': 781, 'finish_time': 932}, {'job_id': 35, 'nodes': [6, 7, 8], 'starting_time': 795, 'finish_time': 948}, {'job_id': 18, 'nodes': [9, 10, 11, 12, 13], 'starting_time': 798, 'finish_time': 949}]",0
919,0,[],0,[],0,[],2,"[0, 1]",14,"[{'job_id': 17, 'nodes': [2, 3, 4, 5, 14, 15], 'starting_time': 781, 'finish_time': 932}, {'job_id': 35, 'nodes': [6, 7, 8], 'starting_time': 795, 'finish_time': 948}, {'job_id': 18, 'nodes': [9, 10, 11, 12, 13], 'starting_time': 798, 'finish_time': 949}]",0
932,0,[],0,[],0,[],4,"[4, 5, 14, 15]",12,"[{'job_id': 35, 'nodes': [6, 7, 8], 'starting_time': 795, 'finish_time': 948}, {'job_id': 18, 'nodes': [9, 10, 11, 12, 13], 'starting_time': 798, 'finish_time': 949}, {'job_id': 19, 'nodes': [0, 1, 2, 3], 'starting_time': 932, 'finish_time': 1080}]",0
948,0,[],0,[],0,[],2,"[14, 15]",14,"[{'job_id': 18, 'nodes': [9, 10, 11, 12, 13], 'starting_time': 798, 'finish_time': 949}, {'job_id': 19, 'nodes': [0, 1, 2, 3], 'starting_time': 932, 'finish_time': 1080}, {'job_id': 20, 'nodes': [4, 5, 6, 7, 8], 'starting_time': 948, 'finish_time': 1099}]",0
