makespan,max_slowdown,max_stretch,max_waiting_time,max_turnaround_time,mean_slowdown,mean_pp_slowdown,mean_stretch,mean_waiting_time,mean_turnaround_time,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,time_idle,time_computing,time_switching_off,time_switching_on,time_sleeping,consumed_joules,energy_waste,nb_switches,nb_computing_machines,simulation_time
22677.0,145.59459459459458,144.59459459459458,21544.0,21693.0,71.13448182165315,16.3056299783958,70.13448182165314,10511.926,10661.846,500.0,500.0,500.0,0.0,0.0,25671.0,337161.0,0.0,0.0,0.0,66499335.0,2438745.0,0.0,16.0,2.8953986167907715
