makespan,max_slowdown,max_stretch,max_waiting_time,max_turnaround_time,mean_slowdown,mean_pp_slowdown,mean_stretch,mean_waiting_time,mean_turnaround_time,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,time_idle,time_computing,time_switching_off,time_switching_on,time_sleeping,consumed_joules,energy_waste,nb_switches,nb_computing_machines,simulation_time
23738.0,152.76351351351352,151.76351351351352,22605.0,22755.0,76.10697061869746,17.938359193482917,75.10697061869746,11257.72,11407.64,500.0,500.0,500.0,0.0,0.0,42647.0,337161.0,0.0,0.0,0.0,68112055.0,4051465.0,0.0,16.0,1.7807190418243408
