time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing,nb_unavailable
27985,0,0,1,0,15,0
27990,1,0,0,0,15,0
28101,1,0,0,0,15,0
28102,0,1,0,4,11,0
28103,0,1,0,4,11,0
28107,0,0,0,3,13,0
28137,0,0,3,0,13,0
28142,3,0,0,0,13,0
28250,2,1,0,4,9,0
28251,2,1,0,4,9,0
28255,2,0,0,0,14,0
28256,2,0,0,0,14,0
28400,2,0,0,0,14,0
28405,0,2,0,2,12,0
28410,0,0,0,0,16,0
28551,0,0,0,1,15,0
28555,0,0,0,0,16,0
28558,0,0,0,0,16,0
28565,0,0,0,4,12,0
28595,0,0,4,0,12,0
28600,4,0,0,0,12,0
28699,1,3,0,3,9,0
28704,1,0,0,0,15,0
28705,1,0,0,1,14,0
28708,1,0,0,0,15,0
28852,1,0,0,0,15,0
28856,1,0,0,0,15,0
28857,0,1,0,5,10,0
28862,0,0,0,0,16,0
29000,0,0,0,2,14,0
29011,0,0,0,1,15,0
29013,0,0,0,2,14,0
29030,0,0,1,1,14,0
29035,1,0,0,1,14,0
29043,1,0,1,0,14,0
29048,2,0,0,0,14,0
29149,2,0,0,0,14,0
29161,0,2,0,5,9,0
29165,0,2,0,6,8,0
29166,0,0,0,1,15,0
29195,0,0,1,0,15,0
29200,1,0,0,0,15,0
29300,0,1,0,4,11,0
29305,0,0,0,0,16,0
29317,0,0,0,0,16,0
29319,0,0,0,0,16,0
29454,0,0,0,5,11,0
29465,0,0,0,2,14,0
29466,0,0,0,2,14,0
29470,0,0,0,1,15,0
29495,0,0,1,0,15,0
29500,1,0,0,0,15,0
29612,1,0,0,0,15,0
29615,1,0,0,0,15,0
29620,1,0,0,0,15,0
29765,0,1,0,6,9,0
29767,0,1,0,6,9,0
29770,0,0,0,0,16,0
29915,0,0,0,0,16,0
29919,0,0,0,0,16,0
29921,0,0,0,2,14,0
29951,0,0,2,0,14,0
29956,2,0,0,0,14,0
30065,1,1,0,3,11,0
30067,0,2,0,5,9,0
30068,0,2,0,5,9,0
30070,0,1,0,2,13,0
30072,0,0,0,0,16,0
30216,0,0,0,0,16,0
30219,0,0,0,0,16,0
30220,0,0,0,2,14,0
30250,0,0,2,0,14,0
30255,2,0,0,0,14,0
30367,1,1,0,5,9,0
30370,1,1,0,6,8,0
30372,1,0,0,1,14,0
30400,1,0,1,0,14,0
30405,2,0,0,0,14,0
30520,2,0,0,0,14,0
30521,0,2,0,2,12,0
30523,0,2,0,2,12,0
30526,0,0,0,0,16,0
30668,0,0,0,1,15,0
30669,0,0,0,0,16,0
30670,0,0,0,0,16,0
30675,0,0,0,0,16,0
30820,0,0,0,3,13,0
30821,0,0,0,1,15,0
30824,0,0,0,0,16,0
30968,0,0,0,1,15,0
30974,0,0,0,1,15,0
31004,0,0,1,0,15,0
31009,1,0,0,0,15,0
31120,1,0,0,0,15,0
31126,0,1,0,2,13,0
31131,0,0,0,0,16,0
31269,0,0,0,1,15,0
31271,0,0,0,0,16,0
31275,0,0,0,4,12,0
31277,0,0,0,1,15,0
31307,0,0,1,0,15,0
31312,1,0,0,0,15,0
31419,0,1,0,4,11,0
31420,0,1,0,5,10,0
31424,0,0,0,1,15,0
31430,0,0,0,3,13,0
31450,0,0,1,2,13,0
31455,1,0,0,2,13,0
31460,1,0,2,0,13,0
31465,3,0,0,0,13,0
31572,1,2,0,4,9,0
31575,0,3,0,9,4,0
31577,0,1,0,5,10,0
31580,0,0,0,0,16,0
31727,0,0,0,2,14,0
31729,0,0,0,1,15,0
31759,0,0,1,0,15,0
31764,1,0,0,0,15,0
31877,1,0,0,0,15,0
31879,1,0,0,0,15,0
31881,1,0,0,0,15,0
31882,1,0,0,0,15,0
32028,0,1,0,4,11,0
32029,0,1,0,4,11,0
32032,0,1,0,4,11,0
32033,0,0,0,0,16,0
32180,0,0,0,1,15,0
32181,0,0,0,0,16,0
32330,0,0,0,0,16,0
32331,0,0,0,0,16,0
32475,0,0,0,1,15,0
32481,0,0,0,0,16,0
32483,0,0,0,1,15,0
32513,0,0,1,0,15,0
32518,1,0,0,0,15,0
32621,0,1,0,4,11,0
32626,0,0,0,0,16,0
32630,0,0,0,0,16,0
32632,0,0,0,1,15,0
32662,0,0,1,0,15,0
32667,1,0,0,0,15,0
32773,1,0,0,1,14,0
32783,0,1,0,2,13,0
32784,0,1,0,2,13,0
32788,0,0,0,0,16,0
32922,0,0,0,0,16,0
32934,0,0,0,0,16,0
32935,0,0,0,0,16,0
32937,0,0,0,0,16,0
33070,0,0,0,0,16,0
33085,0,0,0,0,16,0
33088,0,0,0,1,15,0
33089,0,0,0,0,16,0
33217,0,0,0,1,15,0
33237,0,0,0,0,16,0
33238,0,0,0,3,13,0
33268,0,0,3,0,13,0
33273,3,0,0,0,13,0
33368,2,1,0,3,10,0
33373,2,0,0,0,14,0
33387,0,2,0,1,13,0
33389,0,2,0,2,12,0
33392,0,0,0,1,15,0
33419,0,0,1,0,15,0
33424,1,0,0,0,15,0
33525,0,1,0,4,11,0
33530,0,0,0,1,15,0
33537,0,0,0,1,15,0
33541,0,0,0,4,12,0
33567,0,0,1,3,12,0
33571,0,0,4,0,12,0
33572,1,0,3,0,12,0
33576,4,0,0,0,12,0
33683,2,2,0,4,8,0
33685,2,2,0,4,8,0
33688,2,0,0,0,14,0
33691,2,0,0,0,14,0
33833,2,0,0,0,14,0
33841,0,2,0,1,13,0
33843,0,2,0,1,13,0
33846,0,0,0,0,16,0
33983,0,0,0,0,16,0
33992,0,0,0,0,16,0
33993,0,0,0,4,12,0
34000,0,0,0,2,14,0
34030,0,0,2,0,14,0
34035,2,0,0,0,14,0
34134,0,2,0,4,10,0
34139,0,0,0,0,16,0
34141,0,0,0,0,16,0
34149,0,0,0,0,16,0
34288,0,0,0,1,15,0
34299,0,0,0,0,16,0
34438,0,0,0,1,15,0
34440,0,0,0,1,15,0
34446,0,0,0,1,15,0
34476,0,0,1,0,15,0
34481,1,0,0,0,15,0
34586,0,1,0,4,11,0
34591,0,0,0,0,16,0
34592,0,0,0,0,16,0
34600,0,0,0,2,14,0
34630,0,0,2,0,14,0
34635,2,0,0,0,14,0
34740,0,2,0,1,13,0
34742,0,2,0,2,12,0
34745,0,0,0,1,15,0
34750,0,0,0,1,15,0
34772,0,0,1,0,15,0
34777,1,0,0,0,15,0
34884,0,1,0,4,11,0
34889,0,0,0,0,16,0
34892,0,0,0,0,16,0
34895,0,0,0,0,16,0
34899,0,0,0,0,16,0
35040,0,0,0,0,16,0
35044,0,0,0,4,12,0
35046,0,0,0,2,14,0
35051,0,0,0,0,16,0
35192,0,0,0,1,15,0
35196,0,0,0,1,15,0
35200,0,0,0,0,16,0
35341,0,0,0,0,16,0
35343,0,0,0,0,16,0
35351,0,0,0,3,13,0
35352,0,0,0,2,14,0
35381,0,0,2,0,14,0
35386,2,0,0,0,14,0
35487,2,0,0,0,14,0
35493,2,0,0,0,14,0
35502,1,1,0,5,9,0
35507,1,0,0,0,15,0
35639,1,0,0,0,15,0
35642,1,0,0,1,14,0
35656,1,0,0,1,14,0
35686,1,0,1,0,14,0
35691,2,0,0,0,14,0
35790,1,1,0,4,10,0
35792,0,2,0,8,6,0
35795,0,1,0,4,11,0
35797,0,0,0,0,16,0
35807,0,0,0,0,16,0
35946,0,0,0,1,15,0
35947,0,0,0,0,16,0
35956,0,0,0,0,16,0
36097,0,0,0,0,16,0
36108,0,0,0,1,15,0
36138,0,0,1,0,15,0
36143,1,0,0,0,15,0
36248,0,1,0,5,10,0
36253,0,0,0,1,15,0
36257,0,0,0,1,15,0
36278,0,0,1,0,15,0
36283,1,0,0,0,15,0
36399,1,0,0,0,15,0
36405,1,0,0,1,14,0
36406,0,1,0,6,9,0
36411,0,0,0,0,16,0
36551,0,0,0,2,14,0
36555,0,0,0,0,16,0
36557,0,0,0,2,14,0
36587,0,0,2,0,14,0
36592,2,0,0,0,14,0
36703,1,1,0,3,11,0
36707,1,1,0,4,10,0
36708,1,0,0,1,14,0
36737,1,0,1,0,14,0
36742,2,0,0,0,14,0
36855,0,2,0,1,13,0
36856,0,2,0,2,12,0
36860,0,0,0,1,15,0
36861,0,0,0,1,15,0
36891,0,0,1,0,15,0
36896,1,0,0,0,15,0
37004,0,1,0,4,11,0
37006,0,1,0,8,7,0
37009,0,0,0,4,12,0
37010,0,0,0,2,14,0
37011,0,0,0,2,14,0
37040,0,0,2,0,14,0
37045,2,0,0,0,14,0
37159,0,2,0,1,13,0
37160,0,2,0,2,12,0
37162,0,2,0,2,12,0
37164,0,0,0,1,15,0
37192,0,0,1,0,15,0
37197,1,0,0,0,15,0
37307,0,1,0,4,11,0
37311,0,1,0,6,9,0
37312,0,0,0,2,14,0
37314,0,0,0,1,15,0
37341,0,0,1,0,15,0
37346,1,0,0,0,15,0
37460,1,0,0,0,15,0
37463,0,1,0,5,10,0
37468,0,0,0,0,16,0
37611,0,0,0,1,15,0
37612,0,0,0,1,15,0
37616,0,0,0,1,15,0
37646,0,0,1,0,15,0
37651,1,0,0,0,15,0
37758,1,0,0,1,14,0
37762,1,0,0,1,14,0
37764,0,1,0,2,13,0
37769,0,0,0,0,16,0
37910,0,0,0,0,16,0
37913,0,0,0,0,16,0
37918,0,0,0,5,11,0
37921,0,0,0,2,14,0
37951,0,0,2,0,14,0
37956,2,0,0,0,14,0
38059,0,2,0,4,10,0
38063,0,2,0,4,10,0
38064,0,0,0,0,16,0
38074,0,0,0,1,15,0
38104,0,0,1,0,15,0
38109,1,0,0,0,15,0
38212,1,0,0,1,14,0
38215,0,1,0,7,8,0
38220,0,0,0,0,16,0
38225,0,0,0,0,16,0
38362,0,0,0,0,16,0
38368,0,0,0,2,14,0
38372,0,0,0,3,13,0
38398,0,0,2,1,13,0
38402,0,0,3,0,13,0
38403,2,0,1,0,13,0
38407,3,0,0,0,13,0
38510,0,3,0,3,10,0
38515,0,0,0,0,16,0
38523,0,0,0,0,16,0
38666,0,0,0,1,15,0
38668,0,0,0,2,14,0
38672,0,0,0,1,15,0
38698,0,0,1,0,15,0
38703,1,0,0,0,15,0
38814,1,0,0,1,14,0
38817,1,0,0,1,14,0
38820,1,0,0,0,15,0
38962,0,1,0,4,11,0
38967,0,0,0,0,16,0
38968,0,0,0,1,15,0
38971,0,0,0,1,15,0
39001,0,0,1,0,15,0
39006,1,0,0,0,15,0
39114,0,1,0,5,10,0
39118,0,1,0,5,10,0
39119,0,0,0,1,15,0
39121,0,0,0,1,15,0
39144,0,0,1,0,15,0
39149,1,0,0,0,15,0
39267,0,1,0,3,12,0
39269,0,1,0,6,9,0
39272,0,0,0,2,14,0
39302,0,0,2,0,14,0
39307,2,0,0,0,14,0
39415,0,2,0,2,12,0
39420,0,0,0,0,16,0
39421,0,0,0,4,12,0
39422,0,0,0,2,14,0
39452,0,0,2,0,14,0
39457,2,0,0,0,14,0
39566,2,0,0,0,14,0
39568,0,2,0,1,13,0
39573,0,0,0,1,15,0
39603,0,0,1,0,15,0
39608,1,0,0,0,15,0
39715,0,1,0,4,11,0
39717,0,1,0,4,11,0
39720,0,0,0,0,16,0
39724,0,0,0,0,16,0
39869,0,0,0,0,16,0
39872,0,0,0,0,16,0
39873,0,0,0,0,16,0
40019,0,0,0,0,16,0
40021,0,0,0,1,15,0
40023,0,0,0,2,14,0
40051,0,0,1,1,14,0
40053,0,0,2,0,14,0
40056,1,0,1,0,14,0
40058,2,0,0,0,14,0
40168,0,2,0,6,8,0
40169,0,2,0,3,11,0
40173,0,0,0,0,16,0
40175,0,0,0,1,15,0
40205,0,0,1,0,15,0
40210,1,0,0,0,15,0
40319,0,1,0,4,11,0
40320,0,1,0,4,11,0
40324,0,0,0,0,16,0
40326,0,0,0,0,16,0
40469,0,0,0,0,16,0
40475,0,0,0,0,16,0
40477,0,0,0,3,13,0
40507,0,0,3,0,13,0
40512,3,0,0,0,13,0
40618,0,3,0,3,10,0
40623,0,0,0,0,16,0
40626,0,0,0,1,15,0
40656,0,0,1,0,15,0
40661,1,0,0,0,15,0
40771,0,1,0,6,9,0
40775,0,1,0,6,9,0
40776,0,0,0,0,16,0
40923,0,0,0,5,11,0
40927,0,0,0,2,14,0
40930,0,0,0,1,15,0
40957,0,0,1,0,15,0
40962,1,0,0,0,15,0
41075,0,1,0,4,11,0
41079,0,1,0,5,10,0
41080,0,0,0,1,15,0
41081,0,0,0,0,16,0
41228,0,0,0,0,16,0
41232,0,0,0,0,16,0
41377,0,0,0,0,16,0
41379,0,0,0,1,15,0
41381,0,0,0,2,14,0
41411,0,0,2,0,14,0
41416,2,0,0,0,14,0
41528,0,2,0,4,10,0
41533,0,0,0,2,14,0
41558,0,0,1,1,14,0
41563,1,0,1,0,14,0
41568,2,0,0,0,14,0
41678,2,0,0,0,14,0
41683,2,0,0,0,14,0
41684,0,2,0,5,9,0
41689,0,0,0,0,16,0
41827,0,0,0,0,16,0
41833,0,0,0,0,16,0
41839,0,0,0,0,16,0
41843,0,0,0,0,16,0
41975,0,0,0,0,16,0
41983,0,0,0,0,16,0
41990,0,0,0,0,16,0
42123,0,0,0,0,16,0
42135,0,0,0,1,15,0
42142,0,0,0,0,16,0
42144,0,0,0,3,13,0
42174,0,0,3,0,13,0
42179,3,0,0,0,13,0
42274,2,1,0,5,8,0
42279,2,0,0,0,14,0
42281,0,2,0,3,11,0
42286,0,0,0,0,16,0
42292,0,0,0,0,16,0
42426,0,0,0,2,14,0
42436,0,0,0,2,14,0
42444,0,0,0,2,14,0
42466,0,0,2,0,14,0
42471,2,0,0,0,14,0
42576,1,1,0,4,10,0
42581,1,0,0,0,15,0
42587,1,0,0,1,14,0
42596,1,0,0,0,15,0
42733,1,0,0,1,14,0
42738,1,0,0,1,14,0
42745,1,0,0,0,15,0
42883,1,0,0,0,15,0
42891,0,1,0,4,11,0
42896,0,0,0,1,15,0
42926,0,0,1,0,15,0
42931,1,0,0,0,15,0
43030,0,1,0,4,11,0
43035,0,0,0,0,16,0
43042,0,0,0,2,14,0
43044,0,0,0,0,16,0
43185,0,0,0,0,16,0
43189,0,0,0,4,12,0
43192,0,0,0,3,13,0
43194,0,0,0,1,15,0
43224,0,0,1,0,15,0
43229,1,0,0,0,15,0
43337,1,0,0,0,15,0
43342,1,0,0,0,15,0
43344,1,0,0,0,15,0
43485,1,0,0,0,15,0
43487,1,0,0,0,15,0
43495,1,0,0,0,15,0
43634,1,0,0,1,14,0
43635,1,0,0,2,13,0
43645,1,0,0,2,13,0
43665,1,0,1,1,13,0
43670,2,0,0,1,13,0
43675,2,0,1,0,13,0
43680,3,0,0,0,13,0
43783,2,1,0,4,9,0
43785,0,3,0,8,5,0
43788,0,2,0,4,10,0
43790,0,0,0,0,16,0
43793,0,0,0,0,16,0
43936,0,0,0,2,14,0
43938,0,0,0,0,16,0
43940,0,0,0,0,16,0
44080,0,0,0,0,16,0
44088,0,0,0,2,14,0
44118,0,0,2,0,14,0
44123,2,0,0,0,14,0
44228,1,1,0,4,10,0
44233,1,0,0,0,15,0
44238,0,1,0,5,10,0
44243,0,0,0,0,16,0
44382,0,0,0,0,16,0
44390,0,0,0,1,15,0
44391,0,0,0,2,14,0
44421,0,0,2,0,14,0
44426,2,0,0,0,14,0
44534,1,1,0,5,9,0
44539,0,1,0,5,10,0
44541,0,1,0,10,5,0
44544,0,0,0,5,11,0
44571,0,0,5,0,11,0
44576,5,0,0,0,11,0
44688,3,2,0,5,6,0
44693,3,0,0,1,12,0
44696,0,3,0,7,6,0
44701,0,0,0,0,16,0
44845,0,0,0,1,15,0
44851,0,0,0,6,10,0
44855,0,0,0,11,5,0
44875,0,0,1,10,5,0
44880,1,0,0,10,5,0
44881,1,0,5,5,5,0
44885,1,0,10,0,5,0
44886,6,0,5,0,5,0
44890,11,0,0,0,5,0
44996,11,0,0,5,0,0
45026,11,0,5,0,0,0
45031,16,0,0,0,0,0
