type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,1,0 1 2,-1,0
idle,0,61,3,-1,0
computing,1,152,0 1 2,1,1
switching_off,61,66,3,-2,61
sleeping,66,152,3,-4,66
idle,152,157,0 1 2,-1,152
switching_on,152,157,3,-3,152
idle,157,157,3,-1,157
computing,157,310,0 1 2 3,2,1
idle,310,310,0 1 2 3,-1,310
computing,310,456,0 1 2 3,3,23
idle,456,456,0 1 2 3,-1,456
computing,456,605,0 1 2 3,4,30
idle,605,605,0 1 2 3,-1,605
computing,605,755,0 1 2 3,5,34
idle,755,755,0 1,-1,755
idle,755,815,2 3,-1,755
computing,755,902,0 1,6,35
switching_off,815,820,2 3,-2,815
sleeping,820,902,2,-4,820
sleeping,820,1207,3,-4,820
idle,902,907,0 1,-1,902
switching_on,902,907,2,-3,902
idle,907,907,2,-1,907
computing,907,1056,0 1 2,7,36
idle,1056,1056,0 1 2,-1,1056
computing,1056,1207,0 1 2,8,42
idle,1207,1212,0 1 2,-1,1207
switching_on,1207,1212,3,-3,1207
idle,1212,1212,3,-1,1212
computing,1212,1363,0 1 2 3,9,50
idle,1363,1363,0 1 2 3,-1,1363
computing,1363,1515,0 1 2 3,10,55
idle,1515,1515,0 1,-1,1515
idle,1515,1575,2 3,-1,1515
computing,1515,1665,0 1,11,58
switching_off,1575,1580,2 3,-2,1575
sleeping,1580,1665,2,-4,1580
sleeping,1580,1821,3,-4,1580
idle,1665,1670,0 1,-1,1665
switching_on,1665,1670,2,-3,1665
idle,1670,1670,2,-1,1670
computing,1670,1821,0 1 2,12,66
idle,1821,1826,0 1 2,-1,1821
switching_on,1821,1826,3,-3,1821
idle,1826,1826,3,-1,1826
computing,1826,1975,0 1 2 3,13,67
idle,1975,1975,0 1 2 3,-1,1975
computing,1975,2125,0 1 2 3,14,70
idle,2125,2125,0 1,-1,2125
idle,2125,2185,2 3,-1,2125
computing,2125,2278,0 1,15,70
switching_off,2185,2190,2 3,-2,2185
sleeping,2190,2278,2 3,-4,2190
idle,2278,2283,0 1,-1,2278
switching_on,2278,2283,2 3,-3,2278
idle,2283,2283,2 3,-1,2283
computing,2283,2433,0 1 2 3,16,82
idle,2433,2433,0 1 2 3,-1,2433
computing,2433,2582,0 1 2 3,17,84
idle,2582,2582,0 1 2,-1,2582
idle,2582,2642,3,-1,2582
computing,2582,2731,1 2,19,89
computing,2582,2732,0,18,88
switching_off,2642,2647,3,-2,2642
sleeping,2647,2731,3,-4,2647
idle,2731,2736,1 2,-1,2731
switching_on,2731,2736,3,-3,2731
idle,2732,2791,0,-1,2732
idle,2736,2736,3,-1,2736
computing,2736,2886,1 2 3,20,93
switching_off,2791,2796,0,-2,2791
sleeping,2796,2886,0,-4,2796
idle,2886,2886,1 2 3,-1,2886
