type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,1,0 1 2 3 4 5 6,-1,0
idle,0,30,7,-1,0
computing,1,152,0 1 2,1,1
computing,1,154,3 4 5 6,2,1
switching_off,30,35,7,-2,30
sleeping,35,152,7,-4,35
idle,152,157,0 1 2,-1,152
switching_on,152,157,7,-3,152
idle,154,154,3 4 5 6,-1,154
computing,154,303,3 4 5 6,4,30
idle,157,157,7,-1,157
computing,157,303,0 1 2 7,3,23
idle,303,303,0 1 2 3 4 5,-1,303
idle,303,333,6 7,-1,303
computing,303,450,4 5,6,35
computing,303,453,0 1 2 3,5,34
switching_off,333,338,6 7,-2,333
sleeping,338,450,6,-4,338
sleeping,338,604,7,-4,338
idle,450,455,4 5,-1,450
switching_on,450,455,6,-3,450
idle,453,453,0 1 2,-1,453
idle,453,483,3,-1,453
computing,453,604,0 1 2,8,42
idle,455,455,6,-1,455
computing,455,604,4 5 6,7,36
switching_off,483,488,3,-2,483
sleeping,488,604,3,-4,488
idle,604,604,0 1 2 4,-1,604
idle,604,609,5 6,-1,604
switching_on,604,609,3 7,-3,604
computing,604,755,0 1 2 4,9,50
idle,609,609,3 7,-1,609
computing,609,761,5 6 3 7,10,55
idle,755,755,0 1,-1,755
idle,755,761,2 4,-1,755
computing,755,905,0 1,11,58
idle,761,761,3,-1,761
idle,761,791,5 6 7,-1,761
computing,761,912,2 3 4,12,66
switching_off,791,796,5 6 7,-2,791
sleeping,796,905,5 6,-4,796
sleeping,796,912,7,-4,796
idle,905,910,0 1,-1,905
switching_on,905,910,5 6,-3,905
idle,910,910,5 6,-1,910
computing,910,1059,0 1 5 6,13,67
idle,912,917,2 3 4,-1,912
switching_on,912,917,7,-3,912
idle,917,917,7,-1,917
computing,917,1067,2 3 4 7,14,70
idle,1059,1059,0 1,-1,1059
idle,1059,1067,5,-1,1059
idle,1059,1089,6,-1,1059
computing,1059,1212,0 1,15,70
idle,1067,1067,2 3 4,-1,1067
idle,1067,1097,7,-1,1067
computing,1067,1217,2 3 4 5,16,82
switching_off,1089,1094,6,-2,1089
sleeping,1094,1212,6,-4,1094
switching_off,1097,1102,7,-2,1097
sleeping,1102,1212,7,-4,1102
idle,1212,1217,0 1,-1,1212
switching_on,1212,1217,6 7,-3,1212
idle,1217,1217,2 3 4 6 7,-1,1217
idle,1217,1247,5,-1,1217
computing,1217,1366,0 1 6 7,17,84
computing,1217,1366,3 4,19,89
computing,1217,1367,2,18,88
switching_off,1247,1252,5,-2,1247
sleeping,1252,1516,5,-4,1252
idle,1366,1366,0 1 3,-1,1366
idle,1366,1396,4 6 7,-1,1366
computing,1366,1516,0 1 3,20,93
idle,1367,1397,2,-1,1367
switching_off,1396,1401,4 6 7,-2,1396
switching_off,1397,1402,2,-2,1397
sleeping,1401,1516,4 6 7,-4,1401
sleeping,1402,1516,2,-4,1402
idle,1516,1516,0 1 3,-1,1516
