type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,1,0 1 2 3 4 5 6,-1,0
idle,0,30,7,-1,0
computing,1,152,0 1 2,1,1
computing,1,154,3 4 5 6,2,1
switching_off,30,35,7,-2,30
sleeping,35,152,7,-4,35
idle,152,157,0 1 2,-1,152
switching_on,152,157,7,-3,152
idle,154,154,3 4 5 6,-1,154
computing,154,303,3 4 5 6,4,30
idle,157,157,7,-1,157
computing,157,303,0 1 2 7,3,23
idle,303,303,0 1 2 3 4 5 6,-1,303
idle,303,333,7,-1,303
computing,303,450,4 5,6,35
computing,303,453,0 1 2 3,5,34
computing,303,453,6,18,88
switching_off,333,338,7,-2,333
sleeping,338,450,7,-4,338
idle,450,455,4 5,-1,450
switching_on,450,455,7,-3,450
idle,453,453,0 1 2 3 6,-1,453
computing,453,603,3 6,11,58
computing,453,604,0 1 2,8,42
idle,455,455,7,-1,455
computing,455,604,4 5 7,7,36
idle,603,603,3 6,-1,603
computing,603,756,3 6,15,70
idle,604,604,0 1 2 4 5 7,-1,604
computing,604,753,5 7,19,89
computing,604,755,0 1 2 4,9,50
idle,753,756,5,-1,753
idle,753,783,7,-1,753
idle,755,755,0 1 2 4,-1,755
computing,755,907,0 1 2 4,10,55
idle,756,756,3 6,-1,756
computing,756,907,3 5 6,12,66
switching_off,783,788,7,-2,783
sleeping,788,907,7,-4,788
idle,907,907,0 1 2 3,-1,907
idle,907,912,4 5 6,-1,907
switching_on,907,912,7,-3,907
computing,907,1056,0 1 2 3,13,67
idle,912,912,7,-1,912
computing,912,1062,4 5 6 7,14,70
idle,1056,1056,0 1 2 3,-1,1056
computing,1056,1206,0 1 2 3,16,82
idle,1062,1062,4 5 6 7,-1,1062
computing,1062,1211,4 5 6 7,17,84
idle,1206,1206,0 1 2,-1,1206
idle,1206,1236,3,-1,1206
computing,1206,1356,0 1 2,20,93
idle,1211,1241,4 5 6 7,-1,1211
switching_off,1236,1241,3,-2,1236
switching_off,1241,1246,4 5 6 7,-2,1241
sleeping,1241,1356,3,-4,1241
sleeping,1246,1356,4 5 6 7,-4,1246
idle,1356,1356,0 1 2,-1,1356
