type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,5,0,-1,0
idle,0,14,1,-1,0
idle,0,25,2 3,-1,0
idle,0,30,4 5 6 7,-1,0
computing,5,54,0,1,5
computing,14,66,1,2,14
computing,25,73,2 3,3,25
switching_off,30,35,4 5 6 7,-2,30
sleeping,35,52,4 5,-4,35
sleeping,35,58,6 7,-4,35
switching_on,52,52,4 5,-3,52
switching_on,52,57,4 5,-3,52
idle,54,57,0,-1,54
idle,57,57,4 4 5 5,-1,57
computing,57,108,4 5,4,52
computing,57,109,0,5,57
switching_on,58,58,6 7,-3,58
switching_on,58,63,6 7,-3,58
idle,63,63,6 6 7 7,-1,63
computing,63,110,6 7,6,58
idle,66,73,1,-1,66
idle,73,73,2,-1,73
idle,73,108,3,-1,73
computing,73,124,1 2,7,59
idle,108,108,4 5,-1,108
computing,108,157,3 4 5,8,60
idle,109,109,0,-1,109
computing,109,159,0,9,77
idle,110,110,6 7,-1,110
computing,110,158,7,12,95
computing,110,159,6,10,90
idle,124,124,1 2,-1,124
computing,124,173,1 2,11,91
idle,157,157,3 4 5,-1,157
computing,157,204,3 4,13,114
computing,157,208,5,14,117
idle,158,158,7,-1,158
computing,158,208,7,16,135
idle,159,159,0 6,-1,159
computing,159,210,0 6,15,131
idle,173,173,1 2,-1,173
computing,173,221,1 2,17,135
idle,204,204,3 4,-1,204
computing,204,254,3 4,18,151
idle,208,208,5,-1,208
idle,208,210,7,-1,208
computing,208,258,5,21,174
idle,210,210,0 6,-1,210
computing,210,260,0 6 7,19,154
idle,221,221,1,-1,221
idle,221,254,2,-1,221
computing,221,273,1,24,193
idle,254,254,3 4,-1,254
computing,254,303,2 3 4,20,156
idle,258,258,5,-1,258
computing,258,305,5,25,206
idle,260,260,0 6,-1,260
idle,260,273,7,-1,260
computing,260,311,0 6,22,179
idle,273,273,1,-1,273
computing,273,325,1 7,23,185
idle,303,303,2 3 4,-1,303
computing,303,353,2 3 4,26,217
idle,305,305,5,-1,305
computing,305,356,5,29,241
idle,311,311,0 6,-1,311
computing,311,362,0 6,27,234
idle,325,325,1 7,-1,325
computing,325,376,1 7,30,253
idle,353,353,2 3 4,-1,353
computing,353,404,2 3 4,28,239
idle,356,356,5,-1,356
computing,356,406,5,32,294
idle,362,362,0 6,-1,362
computing,362,409,0 6,31,292
idle,376,376,1 7,-1,376
computing,376,426,7,36,349
computing,376,428,1,33,303
idle,404,404,2 3 4,-1,404
computing,404,453,2 3 4,34,318
idle,406,406,5,-1,406
computing,406,453,5,39,371
idle,409,409,0 6,-1,409
computing,409,461,0 6,35,346
idle,426,428,7,-1,426
idle,428,428,1,-1,428
computing,428,476,1 7,37,351
idle,453,453,2 3 4 5,-1,453
computing,453,501,5,41,404
computing,453,503,4,40,374
computing,453,504,2 3,38,354
idle,461,461,0,-1,461
idle,461,476,6,-1,461
computing,461,511,0,42,407
idle,476,476,1 7,-1,476
computing,476,522,1 6 7,43,408
idle,501,501,5,-1,501
computing,501,555,5,44,420
idle,503,503,4,-1,503
computing,503,551,4,45,423
idle,504,504,2 3,-1,504
computing,504,557,2 3,46,426
idle,511,511,0,-1,511
computing,511,562,0,47,432
idle,522,522,1 6,-1,522
idle,522,551,7,-1,522
computing,522,571,1 6,48,432
idle,551,551,4,-1,551
computing,551,602,4 7,49,434
idle,555,555,5,-1,555
computing,555,606,5,50,448
idle,557,557,2 3,-1,557
computing,557,609,2 3,51,452
idle,562,562,0,-1,562
computing,562,615,0,54,459
idle,571,571,1 6,-1,571
computing,571,624,1 6,52,455
idle,602,602,4 7,-1,602
computing,602,650,4 7,53,457
idle,606,609,5,-1,606
idle,609,609,2 3,-1,609
computing,609,660,2 3 5,55,459
idle,615,615,0,-1,615
computing,615,666,0,58,497
idle,624,624,1 6,-1,624
computing,624,673,1 6,56,471
idle,650,650,4 7,-1,650
computing,650,698,4 7,57,491
idle,660,660,2 3 5,-1,660
computing,660,713,2 3 5,59,505
idle,666,666,0,-1,666
computing,666,718,0,62,518
idle,673,673,1 6,-1,673
computing,673,725,1 6,60,506
idle,698,698,4 7,-1,698
computing,698,750,4 7,61,514
idle,713,713,2 3 5,-1,713
computing,713,762,2 3,63,530
computing,713,763,5,64,548
idle,718,718,0,-1,718
computing,718,771,0,65,549
idle,725,725,1 6,-1,725
computing,725,774,6,67,559
computing,725,780,1,66,550
idle,750,750,4 7,-1,750
computing,750,799,4,68,581
computing,750,799,7,71,590
idle,762,762,2 3,-1,762
computing,762,814,2 3,69,584
idle,763,771,5,-1,763
idle,771,771,0,-1,771
computing,771,821,0 5,70,588
idle,774,774,6,-1,774
computing,774,823,6,76,609
idle,780,799,1,-1,780
idle,799,799,4 7,-1,799
computing,799,845,1 4 7,72,595
idle,814,814,2 3,-1,814
computing,814,866,2 3,73,596
idle,821,823,0 5,-1,821
idle,823,823,6,-1,823
computing,823,871,0 5 6,74,601
idle,845,845,1 4 7,-1,845
computing,845,897,1 4 7,75,608
idle,866,866,2 3,-1,866
computing,866,915,2,77,614
computing,866,916,3,78,630
idle,871,871,0 5 6,-1,871
computing,871,918,6,84,661
computing,871,920,5,80,631
computing,871,921,0,79,631
idle,897,897,1 4,-1,897
idle,897,915,7,-1,897
computing,897,945,1 4,81,645
idle,915,915,2,-1,915
computing,915,966,2 7,82,645
idle,916,920,3,-1,916
idle,918,920,6,-1,918
idle,920,920,5,-1,920
computing,920,966,3 5 6,83,646
idle,921,921,0,-1,921
computing,921,972,0,85,677
idle,945,945,1 4,-1,945
computing,945,992,4,89,736
computing,945,995,1,86,678
idle,966,966,2 3 5 6 7,-1,966
computing,966,1014,2 3 5,87,691
computing,966,1017,6 7,88,695
idle,972,995,0,-1,972
idle,992,995,4,-1,992
idle,995,995,1,-1,995
computing,995,1045,0 1 4,90,746
idle,1014,1014,2 3 5,-1,1014
computing,1014,1063,5,96,800
computing,1014,1064,2 3,91,752
idle,1017,1017,6 7,-1,1017
computing,1017,1067,6 7,92,767
idle,1045,1045,0 1 4,-1,1045
computing,1045,1095,0 1 4,93,771
idle,1063,1064,5,-1,1063
idle,1064,1064,2 3,-1,1064
computing,1064,1116,2 3 5,94,774
idle,1067,1067,6 7,-1,1067
computing,1067,1121,6 7,95,786
idle,1095,1095,0 1 4,-1,1095
computing,1095,1142,4,99,813
computing,1095,1144,0 1,97,807
idle,1116,1116,2 3 5,-1,1116
computing,1116,1165,2 3 5,98,809
idle,1121,1121,6 7,-1,1121
computing,1121,1173,6 7,100,843
idle,1142,1172,4,-1,1142
idle,1144,1173,0 1,-1,1144
idle,1165,1173,2 3 5,-1,1165
switching_off,1172,1173,4,-2,1172
idle,1173,1173,6 7,-1,1173
