type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,2,0 1 2 3,-1,0
idle,0,23,4 5 6,-1,0
idle,0,30,7,-1,0
computing,2,146,0 1 2 3,1,2
computing,23,174,4 5 6,2,23
switching_off,30,35,7,-2,30
sleeping,35,174,7,-4,35
idle,146,146,0 1 2 3,-1,146
computing,146,296,0 1 2 3,3,31
idle,174,174,4 5,-1,174
idle,174,179,6,-1,174
switching_on,174,179,7,-3,174
computing,174,325,4 5,4,34
idle,179,179,7,-1,179
computing,179,332,6 7,9,78
idle,296,296,0 1 2 3,-1,296
computing,296,444,0 1 2 3,5,47
idle,325,332,4 5,-1,325
idle,332,332,6 7,-1,332
computing,332,481,4 5 6 7,6,47
idle,444,444,0 1 2,-1,444
idle,444,474,3,-1,444
computing,444,592,0 1 2,7,55
switching_off,474,479,3,-2,474
sleeping,479,592,3,-4,479
idle,481,481,4 5 6 7,-1,481
computing,481,631,4 5 6 7,8,64
idle,592,597,0 1 2,-1,592
switching_on,592,597,3,-3,592
idle,597,597,3,-1,597
computing,597,750,0 1 2 3,10,89
idle,631,631,4 5 6,-1,631
idle,631,661,7,-1,631
computing,631,781,4 5 6,11,97
switching_off,661,666,7,-2,661
sleeping,666,781,7,-4,666
idle,750,750,0 1 2 3,-1,750
computing,750,901,0 1 2 3,12,97
idle,781,781,4 5,-1,781
idle,781,786,6,-1,781
switching_on,781,786,7,-3,781
computing,781,932,4 5,13,111
idle,786,786,7,-1,786
computing,786,934,6 7,14,117
idle,901,901,0 1,-1,901
idle,901,931,2 3,-1,901
computing,901,1051,0 1,15,126
switching_off,931,936,2 3,-2,931
idle,932,934,4 5,-1,932
idle,934,934,6,-1,934
idle,934,941,7,-1,934
computing,934,1084,4 5 6,16,127
sleeping,936,936,2 3,-4,936
switching_on,936,941,2 3,-3,936
idle,941,941,2 3,-1,941
computing,941,1093,7 2 3,17,134
idle,1051,1081,0 1,-1,1051
switching_off,1081,1086,0 1,-2,1081
idle,1084,1084,4 5 6,-1,1084
computing,1084,1231,4 5 6,18,134
sleeping,1086,1093,0,-4,1086
sleeping,1086,1231,1,-4,1086
idle,1093,1098,2 3 7,-1,1093
switching_on,1093,1098,0,-3,1093
idle,1098,1098,0,-1,1098
computing,1098,1246,2 3 7 0,19,136
idle,1231,1236,4 5 6,-1,1231
switching_on,1231,1236,1,-3,1231
idle,1236,1236,1,-1,1236
computing,1236,1387,4 5 6 1,20,138
idle,1246,1276,0 2 3 7,-1,1246
switching_off,1276,1281,0 2 3 7,-2,1276
sleeping,1281,1387,0 2 3 7,-4,1281
idle,1387,1387,1 4 5 6,-1,1387
