type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,5,0 1 2 3 4,-1,0
idle,0,17,5 6 7,-1,0
computing,5,58,0 1 2 3 4,1,5
computing,17,70,5 6 7,2,17
idle,58,58,0 1 2,-1,58
idle,58,70,3 4,-1,58
computing,58,107,0 1 2,3,22
idle,70,70,5,-1,70
idle,70,100,6 7,-1,70
computing,70,119,3 4 5,4,34
switching_off,100,105,6 7,-2,100
sleeping,105,113,6 7,-4,105
idle,107,107,0 1 2,-1,107
computing,107,155,0 1 2,5,35
switching_on,113,118,6 7,-3,113
idle,118,118,6 7,-1,118
computing,118,167,6 7,18,113
idle,119,119,3 4 5,-1,119
computing,119,169,3 4 5,6,41
idle,155,155,0 1 2,-1,155
computing,155,208,0 1 2,7,43
idle,167,169,6,-1,167
idle,167,197,7,-1,167
idle,169,169,3 4 5,-1,169
computing,169,218,3 4 5 6,8,55
switching_off,197,202,7,-2,197
sleeping,202,203,7,-4,202
switching_on,203,208,7,-3,203
idle,208,208,0 1 2 7,-1,208
computing,208,258,0 1 2 7,9,59
idle,218,218,3 4 5,-1,218
idle,218,248,6,-1,218
computing,218,267,3 4 5,10,65
switching_off,248,253,6,-2,248
sleeping,253,355,6,-4,253
idle,258,258,0 1 2 7,-1,258
computing,258,308,0 1 2 7,11,88
idle,267,267,3 4 5,-1,267
computing,267,319,3 4 5,12,95
idle,308,308,0 1 2,-1,308
idle,308,319,7,-1,308
computing,308,360,0 1 2,13,95
idle,319,319,3 4 5,-1,319
computing,319,366,3 4 5 7,14,95
switching_on,355,360,6,-3,355
idle,360,360,0 1 2 6,-1,360
computing,360,409,0 1 2 6,15,97
idle,366,366,3 4 5 7,-1,366
computing,366,414,3 4 5 7,16,98
idle,409,409,0 1 2 6,-1,409
computing,409,462,0 1 2 6,17,112
idle,414,414,3 4 5,-1,414
idle,414,444,7,-1,414
computing,414,464,3 4 5,19,115
switching_off,444,449,7,-2,444
sleeping,449,699,7,-4,449
idle,462,462,0 1 2 6,-1,462
computing,462,511,0 1 2 6,20,142
idle,464,464,3 4 5,-1,464
computing,464,512,3 4 5,21,148
idle,511,511,0 1,-1,511
idle,511,512,2 6,-1,511
computing,511,560,0 1,22,163
idle,512,512,3 4 5,-1,512
computing,512,559,2 3 4 5 6,23,176
idle,559,559,2 3 4,-1,559
idle,559,560,5 6,-1,559
computing,559,606,2 3 4,24,177
idle,560,560,0 1,-1,560
computing,560,612,0 1 5 6,25,177
idle,606,606,2 3 4,-1,606
computing,606,655,2 3 4,26,180
idle,612,612,0 1 5,-1,612
idle,612,642,6,-1,612
computing,612,665,0 1 5,27,189
switching_off,642,647,6,-2,642
sleeping,647,650,6,-4,647
switching_on,650,655,6,-3,650
idle,655,655,2 3 4 6,-1,655
computing,655,704,2 3 4 6,28,190
idle,665,665,0 1 5,-1,665
computing,665,716,0 1 5,29,211
switching_on,699,704,7,-3,699
idle,704,704,2 3 4 6 7,-1,704
computing,704,756,2 3 4 6 7,30,214
idle,716,716,0 1,-1,716
idle,716,746,5,-1,716
computing,716,763,0 1,32,217
switching_off,746,751,5,-2,746
sleeping,751,758,5,-4,751
idle,756,756,2 3 4 6,-1,756
idle,756,763,7,-1,756
computing,756,804,2 3 4 6,31,216
switching_on,758,763,5,-3,758
idle,763,763,0 1 5,-1,763
computing,763,813,0 1 5 7,33,218
idle,804,804,2 3 4 6,-1,804
computing,804,853,2 3 4 6,34,222
idle,813,813,0 1 5 7,-1,813
computing,813,865,0 1 5 7,35,233
idle,853,853,2 3 4,-1,853
idle,853,883,6,-1,853
computing,853,905,2 3 4,36,235
idle,865,865,0 1,-1,865
idle,865,895,5 7,-1,865
computing,865,918,0 1,37,236
switching_off,883,888,6,-2,883
sleeping,888,900,6,-4,888
switching_off,895,900,5 7,-2,895
sleeping,900,900,5,-4,900
switching_on,900,905,5 6,-3,900
sleeping,900,913,7,-4,900
idle,905,905,2 3 4 5 6,-1,905
computing,905,952,2 3 4 5 6,38,236
switching_on,913,918,7,-3,913
idle,918,918,0 1 7,-1,918
computing,918,970,0 1 7,40,247
idle,952,952,2 3 4 5 6,-1,952
computing,952,1001,2 3 4 5 6,39,241
idle,970,970,0 1 7,-1,970
computing,970,1024,0 1 7,41,248
idle,1001,1001,2 3 4 5,-1,1001
idle,1001,1024,6,-1,1001
computing,1001,1048,2 3 4 5,42,250
idle,1024,1024,0 1 7,-1,1024
computing,1024,1076,0 1 6 7,43,265
idle,1048,1048,2 3 4,-1,1048
idle,1048,1076,5,-1,1048
computing,1048,1098,2 3 4,44,268
idle,1076,1076,0 1 6,-1,1076
idle,1076,1106,7,-1,1076
computing,1076,1126,0 1 5 6,45,270
idle,1098,1098,2 3 4,-1,1098
computing,1098,1149,2 3 4,46,271
switching_off,1106,1111,7,-2,1106
sleeping,1111,1194,7,-4,1111
idle,1126,1126,0 1 5,-1,1126
idle,1126,1149,6,-1,1126
computing,1126,1175,0 1 5,47,288
idle,1149,1149,2 3 4,-1,1149
computing,1149,1199,2 3 4 6,48,289
idle,1175,1175,0 1 5,-1,1175
computing,1175,1227,0 1 5,49,300
switching_on,1194,1199,7,-3,1194
idle,1199,1199,2 3 4 6 7,-1,1199
computing,1199,1246,6 7,57,354
computing,1199,1251,2 3 4,50,311
idle,1227,1227,0 1 5,-1,1227
computing,1227,1275,0 1 5,51,316
idle,1246,1246,6 7,-1,1246
computing,1246,1295,6 7,72,430
idle,1251,1251,2 3 4,-1,1251
computing,1251,1301,2 3 4,52,318
idle,1275,1295,0 1 5,-1,1275
idle,1295,1295,6,-1,1295
idle,1295,1301,7,-1,1295
computing,1295,1345,0 1 5 6,53,318
idle,1301,1301,2 3 4,-1,1301
computing,1301,1351,2 3 4 7,54,336
idle,1345,1345,0 1 5,-1,1345
idle,1345,1351,6,-1,1345
computing,1345,1392,0 1 5,55,345
idle,1351,1351,2 3 4,-1,1351
idle,1351,1381,7,-1,1351
computing,1351,1400,2 3 4 6,56,352
switching_off,1381,1386,7,-2,1381
sleeping,1386,1395,7,-4,1386
idle,1392,1392,0 1 5,-1,1392
computing,1392,1442,0 1 5,62,385
switching_on,1395,1400,7,-3,1395
idle,1400,1400,2 3 4 6 7,-1,1400
computing,1400,1452,2 3 4 6 7,58,359
idle,1442,1442,0 1 5,-1,1442
computing,1442,1490,0 1 5,63,392
idle,1452,1452,2 3 4 6 7,-1,1452
computing,1452,1504,2 3 4 6 7,59,368
idle,1490,1490,0 1 5,-1,1490
computing,1490,1542,0 1 5,64,395
idle,1504,1504,2 3 4 6,-1,1504
idle,1504,1542,7,-1,1504
computing,1504,1553,2 3 4 6,60,372
idle,1542,1542,0 1 5,-1,1542
computing,1542,1591,0 1 5 7,61,381
idle,1553,1553,2 3 4 6,-1,1553
computing,1553,1604,2 3 4 6,65,405
idle,1591,1591,0 1 5,-1,1591
idle,1591,1604,7,-1,1591
computing,1591,1641,0 1 5,66,410
idle,1604,1604,2 3 4 6,-1,1604
computing,1604,1652,6 7,94,521
computing,1604,1655,2 3 4,67,411
idle,1641,1641,0 1 5,-1,1641
computing,1641,1694,0 1 5,68,428
idle,1652,1655,6,-1,1652
idle,1652,1682,7,-1,1652
idle,1655,1655,2 3 4,-1,1655
computing,1655,1705,2 3 4 6,69,428
switching_off,1682,1687,7,-2,1682
sleeping,1687,1952,7,-4,1687
idle,1694,1694,0 1 5,-1,1694
computing,1694,1743,0 1 5,70,429
idle,1705,1705,2 3 4 6,-1,1705
computing,1705,1754,2 3 4 6,71,429
idle,1743,1743,0 1 5,-1,1743
computing,1743,1793,0 1 5,73,431
idle,1754,1754,2 3 4 6,-1,1754
computing,1754,1808,2 3 4 6,74,436
idle,1793,1793,0 1 5,-1,1793
computing,1793,1841,0 1 5,75,442
idle,1808,1808,2 3 4,-1,1808
idle,1808,1841,6,-1,1808
computing,1808,1859,2 3 4,76,443
idle,1841,1841,0 1 5,-1,1841
computing,1841,1893,0 1 5 6,77,444
idle,1859,1859,2 3 4,-1,1859
computing,1859,1909,2 3 4,78,452
idle,1893,1893,0 1 5,-1,1893
idle,1893,1923,6,-1,1893
computing,1893,1939,0 1 5,79,456
idle,1909,1909,2 3 4,-1,1909
computing,1909,1957,2 3 4,80,457
switching_off,1923,1928,6,-2,1923
sleeping,1928,1934,6,-4,1928
switching_on,1934,1939,6,-3,1934
idle,1939,1939,0 1 5 6,-1,1939
computing,1939,1987,0 1 5 6,81,457
switching_on,1952,1957,7,-3,1952
idle,1957,1957,2 3 4 7,-1,1957
computing,1957,2008,2 3 4 7,82,458
idle,1987,1987,0 1 5 6,-1,1987
computing,1987,2038,0 1 5 6,83,459
idle,2008,2008,2 3 4,-1,2008
idle,2008,2038,7,-1,2008
computing,2008,2057,2 3 4,84,465
idle,2038,2038,0 1 5,-1,2038
switching_off,2038,2043,7,-2,2038
idle,2038,2068,6,-1,2038
computing,2038,2088,0 1 5,85,469
sleeping,2043,2399,7,-4,2043
idle,2057,2057,2 3 4,-1,2057
computing,2057,2106,2 3 4,86,499
switching_off,2068,2073,6,-2,2068
sleeping,2073,2150,6,-4,2073
idle,2088,2088,0 1 5,-1,2088
computing,2088,2137,0 1 5,87,504
idle,2106,2106,2 3 4,-1,2106
computing,2106,2155,2 3 4,88,511
idle,2137,2137,0 1 5,-1,2137
computing,2137,2184,0 1 5,89,512
switching_on,2150,2155,6,-3,2150
