type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,649,649,0 1 2 3,-1,649
idle,649,655,4,-1,649
computing,649,698,0 1 2 3,29,124
idle,655,655,5 6 7,-1,655
computing,655,710,4 5 6 7,30,125
idle,698,698,0 1 2 3,-1,698
computing,698,745,0 1 2,32,128
computing,698,747,3,86,361
idle,710,710,4 5 6 7,-1,710
computing,710,762,4 5 6 7,34,142
idle,745,745,0 1 2,-1,745
computing,745,799,0 1 2,35,142
idle,747,747,3,-1,747
computing,747,796,3,92,393
idle,762,762,4 5 6 7,-1,762
computing,762,809,4 5 6 7,36,145
idle,796,799,3,-1,796
idle,799,799,0 1 2,-1,799
computing,799,849,0 1 2 3,37,150
idle,809,809,4 5 6,-1,809
idle,809,839,7,-1,809
computing,809,860,4 5 6,41,168
switching_off,839,844,7,-2,839
sleeping,844,844,7,-4,844
switching_on,844,849,7,-3,844
idle,849,849,0 1 2 3 7,-1,849
computing,849,900,0 1 2 3 7,38,150
idle,860,860,4 5 6,-1,860
computing,860,909,4 5 6,45,182
idle,900,900,0 1 2 3,-1,900
idle,900,909,7,-1,900
computing,900,948,0 1 2 3,39,164
idle,909,909,4 5 6,-1,909
computing,909,961,4 5 6 7,40,164
idle,948,948,0 1 2 3,-1,948
computing,948,1002,0 1 2 3,43,179
idle,961,961,4 5 6 7,-1,961
computing,961,1007,4 5 6 7,44,179
idle,1002,1002,0 1 2 3,-1,1002
computing,1002,1049,0 1 2,46,184
computing,1002,1055,3,96,411
idle,1007,1007,4 5 6 7,-1,1007
computing,1007,1060,4 5 6 7,47,186
idle,1049,1055,0 1 2,-1,1049
idle,1055,1055,3,-1,1055
computing,1055,1105,0 1 2 3,48,188
idle,1060,1060,4 5 6,-1,1060
idle,1060,1090,7,-1,1060
computing,1060,1108,4 5 6,50,192
switching_off,1090,1095,7,-2,1090
sleeping,1095,1100,7,-4,1095
switching_on,1100,1105,7,-3,1100
idle,1105,1105,0 1 2 3 7,-1,1105
computing,1105,1154,0 1 2 3 7,49,189
idle,1108,1108,4 5 6,-1,1108
computing,1108,1157,4 5 6,53,213
idle,1154,1154,0 1 2 3,-1,1154
idle,1154,1157,7,-1,1154
computing,1154,1207,0 1 2 3,51,202
idle,1157,1157,4 5 6,-1,1157
computing,1157,1208,4 5 6 7,52,208
idle,1207,1207,0 1 2 3,-1,1207
computing,1207,1257,0 1 2 3,54,216
idle,1208,1208,4 5 6,-1,1208
idle,1208,1238,7,-1,1208
computing,1208,1260,4 5 6,55,231
switching_off,1238,1243,7,-2,1238
sleeping,1243,1255,7,-4,1243
switching_on,1255,1260,7,-3,1255
idle,1257,1257,0 1 2 3,-1,1257
computing,1257,1308,0 1,56,243
computing,1257,1308,2 3,58,254
idle,1260,1260,4 5 6 7,-1,1260
computing,1260,1306,4 5 6 7,57,249
idle,1306,1306,4 5 6 7,-1,1306
computing,1306,1358,4 5 6 7,59,256
idle,1308,1308,0 1 2 3,-1,1308
computing,1308,1355,0 1 2 3,60,257
idle,1355,1355,0 1 2,-1,1355
idle,1355,1358,3,-1,1355
computing,1355,1403,0 1 2,61,262
idle,1358,1358,4 5,-1,1358
idle,1358,1388,6 7,-1,1358
computing,1358,1405,3 4 5,62,263
switching_off,1388,1393,6 7,-2,1388
sleeping,1393,1398,6,-4,1393
sleeping,1393,1495,7,-4,1393
switching_on,1398,1403,6,-3,1398
idle,1403,1403,0 1 2 6,-1,1403
computing,1403,1454,0 1 2 6,63,263
idle,1405,1405,3 4 5,-1,1405
computing,1405,1452,3 4 5,65,275
idle,1452,1452,3 4,-1,1452
idle,1452,1454,5,-1,1452
computing,1452,1500,3 4,66,283
idle,1454,1454,0 1 2 6,-1,1454
computing,1454,1508,0 1 2 5 6,64,268
switching_on,1495,1500,7,-3,1495
idle,1500,1500,3 4 7,-1,1500
computing,1500,1552,3 4 7,67,284
idle,1508,1508,0 1 2 5 6,-1,1508
computing,1508,1557,0 1 2 5 6,68,286
idle,1552,1552,3 4 7,-1,1552
computing,1552,1599,3 4 7,71,290
idle,1557,1557,0 1 2 5,-1,1557
idle,1557,1587,6,-1,1557
computing,1557,1609,0 1 2 5,69,287
switching_off,1587,1592,6,-2,1587
sleeping,1592,1594,6,-4,1592
switching_on,1594,1599,6,-3,1594
idle,1599,1599,3 4 6 7,-1,1599
computing,1599,1645,3 4 6 7,70,288
idle,1609,1609,0 1,-1,1609
idle,1609,1639,2,-1,1609
idle,1609,1645,5,-1,1609
computing,1609,1660,0 1,72,299
switching_off,1639,1644,2,-2,1639
sleeping,1644,1655,2,-4,1644
idle,1645,1645,3 4 6 7,-1,1645
computing,1645,1689,3 4 5 6 7,73,308
switching_on,1655,1660,2,-3,1655
idle,1660,1660,0 1 2,-1,1660
computing,1660,1711,0 1 2,76,322
idle,1689,1689,3 4 5 6 7,-1,1689
computing,1689,1741,3 4 5 6 7,75,321
idle,1711,1711,0 1,-1,1711
idle,1711,1741,2,-1,1711
computing,1711,1761,0 1,79,324
idle,1741,1741,3 4 5 6 7,-1,1741
computing,1741,1790,6 7,83,340
computing,1741,1792,2 3 4 5,77,323
idle,1761,1761,0 1,-1,1761
computing,1761,1807,0 1,91,378
idle,1790,1792,6,-1,1790
idle,1790,1807,7,-1,1790
idle,1792,1792,2 3 4 5,-1,1792
computing,1792,1843,2 3 4 5 6,78,323
idle,1807,1807,0 1,-1,1807
computing,1807,1858,0 1 7,93,394
idle,1843,1843,2 3 4 5,-1,1843
idle,1843,1858,6,-1,1843
computing,1843,1889,2 3 4 5,80,329
idle,1858,1858,0 1 7,-1,1858
computing,1858,1907,0 1 6 7,81,333
idle,1889,1889,2 3 4 5,-1,1889
computing,1889,1937,2 3 4 5,82,334
idle,1907,1907,0 1,-1,1907
idle,1907,1937,6 7,-1,1907
computing,1907,1957,0 1,95,406
idle,1937,1937,2 3 4 5,-1,1937
computing,1937,1986,2 3 4 5 6 7,84,347
idle,1957,1957,0 1,-1,1957
computing,1957,2006,0 1,97,411
idle,1986,1986,2 3 4 5 6,-1,1986
idle,1986,2016,7,-1,1986
computing,1986,2039,2 3 4 5 6,85,348
idle,2006,2039,0 1,-1,2006
switching_off,2016,2021,7,-2,2016
sleeping,2021,2034,7,-4,2021
switching_on,2034,2039,7,-3,2034
idle,2039,2039,2 3 4 5 6 7,-1,2039
computing,2039,2088,4 5 6 7,88,372
computing,2039,2089,0 1 2 3,87,370
idle,2088,2088,4 5 6 7,-1,2088
computing,2088,2133,4 5 6 7,89,374
idle,2089,2089,0 1 2 3,-1,2089
computing,2089,2139,0 1 2 3,90,376
idle,2133,2133,4 5 6 7,-1,2133
computing,2133,2185,4 5 6 7,94,398
idle,2139,2169,0 1 2 3,-1,2139
switching_off,2169,2174,0 1 2 3,-2,2169
sleeping,2174,2180,0,-4,2174
sleeping,2174,2228,1 2 3,-4,2174
switching_on,2180,2185,0,-3,2180
idle,2185,2185,0 4 5 6 7,-1,2185
computing,2185,2233,0 4 5 6 7,98,426
switching_on,2228,2233,1 2 3,-3,2228
idle,2233,2233,0 1 2 3 4 5 6 7,-1,2233
computing,2233,2282,4 5 6 7,100,432
computing,2233,2287,0 1 2 3,99,429
idle,2282,2287,4 5 6 7,-1,2282
idle,2287,2287,0 1 2 3,-1,2287
