type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,1998,2003,3 4 5,-1,1998
switching_on,1998,2003,7,-3,1998
idle,2003,2003,7,-1,2003
computing,2003,2054,3 4 5 7,82,458
idle,2044,2044,0 1 2 6,-1,2044
computing,2044,2095,0 1 2 6,83,459
idle,2054,2054,3 4 5,-1,2054
idle,2054,2084,7,-1,2054
computing,2054,2103,3 4 5,84,465
switching_off,2084,2089,7,-2,2084
sleeping,2089,2518,7,-4,2089
idle,2095,2095,0 1 2,-1,2095
idle,2095,2125,6,-1,2095
computing,2095,2145,0 1 2,85,469
idle,2103,2103,3 4 5,-1,2103
computing,2103,2152,3 4 5,86,499
switching_off,2125,2130,6,-2,2125
sleeping,2130,2201,6,-4,2130
idle,2145,2145,0 1 2,-1,2145
computing,2145,2194,0 1 2,87,504
idle,2152,2152,3 4 5,-1,2152
computing,2152,2201,3 4 5,88,511
idle,2194,2194,0 1 2,-1,2194
computing,2194,2241,0 1 2,89,512
idle,2201,2206,3 4 5,-1,2201
switching_on,2201,2206,6,-3,2201
idle,2206,2206,6,-1,2206
computing,2206,2254,3 4 5 6,90,514
idle,2241,2241,0 1 2,-1,2241
computing,2241,2293,0 1 2,91,516
idle,2254,2254,3 4 5,-1,2254
idle,2254,2284,6,-1,2254
computing,2254,2306,3 4 5,92,517
switching_off,2284,2289,6,-2,2284
sleeping,2289,2306,6,-4,2289
idle,2293,2293,0 1 2,-1,2293
computing,2293,2347,0 1 2,93,520
idle,2306,2311,3 4 5,-1,2306
switching_on,2306,2311,6,-3,2306
idle,2311,2311,6,-1,2311
computing,2311,2361,3 4 5 6,95,524
idle,2347,2361,0 1 2,-1,2347
idle,2361,2361,3 4 5,-1,2361
idle,2361,2391,6,-1,2361
computing,2361,2413,0 1 2 3 4 5,96,525
switching_off,2391,2396,6,-2,2391
sleeping,2396,2413,6,-4,2396
idle,2413,2413,0 1 2 3,-1,2413
idle,2413,2418,4 5,-1,2413
switching_on,2413,2418,6,-3,2413
computing,2413,2462,0 1 2 3,97,535
idle,2418,2418,6,-1,2418
computing,2418,2465,4 5 6,98,537
idle,2462,2462,0 1 2 3,-1,2462
computing,2462,2512,0 1 2 3,99,544
idle,2465,2465,4 5 6,-1,2465
computing,2465,2518,4 5 6,100,545
idle,2512,2518,0 1 2 3,-1,2512
idle,2518,2518,4 5 6,-1,2518
