type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,5,0 1 2 3 4,-1,0
idle,0,17,5 6 7,-1,0
computing,5,58,0 1 2 3 4,1,5
computing,17,70,5 6 7,2,17
idle,58,58,0 1 2,-1,58
idle,58,70,3 4,-1,58
computing,58,107,0 1 2,3,22
idle,70,70,5,-1,70
idle,70,100,6 7,-1,70
computing,70,119,3 4 5,4,34
switching_off,100,105,6 7,-2,100
sleeping,105,113,6 7,-4,105
idle,107,107,0 1 2,-1,107
computing,107,155,0 1 2,5,35
switching_on,113,118,6 7,-3,113
idle,118,118,6 7,-1,118
computing,118,167,6 7,18,113
idle,119,119,3 4 5,-1,119
computing,119,169,3 4 5,6,41
idle,155,155,0 1 2,-1,155
computing,155,208,0 1 2,7,43
idle,167,169,6,-1,167
idle,167,197,7,-1,167
idle,169,169,3 4 5,-1,169
computing,169,218,3 4 5 6,8,55
switching_off,197,202,7,-2,197
sleeping,202,208,7,-4,202
idle,208,213,0 1 2,-1,208
switching_on,208,213,7,-3,208
idle,213,213,7,-1,213
computing,213,263,0 1 2 7,9,59
idle,218,218,3 4 5,-1,218
idle,218,248,6,-1,218
computing,218,267,3 4 5,10,65
switching_off,248,253,6,-2,248
sleeping,253,365,6,-4,253
idle,263,263,0 1 2 7,-1,263
computing,263,313,0 1 2 7,11,88
idle,267,267,3 4 5,-1,267
computing,267,319,3 4 5,12,95
idle,313,313,0 1 2,-1,313
idle,313,319,7,-1,313
computing,313,365,0 1 2,13,95
idle,319,319,3 4 5,-1,319
computing,319,366,3 4 5 7,14,95
idle,365,370,0 1 2,-1,365
switching_on,365,370,6,-3,365
idle,366,366,3 4 5 7,-1,366
computing,366,414,3 4 5 7,16,98
idle,370,370,6,-1,370
computing,370,419,0 1 2 6,15,97
idle,414,414,3 4 5 7,-1,414
computing,414,467,3 4 5 7,17,112
idle,419,419,0 1 2,-1,419
idle,419,449,6,-1,419
computing,419,469,0 1 2,19,115
switching_off,449,454,6,-2,449
sleeping,454,660,6,-4,454
idle,467,467,3 4 5 7,-1,467
computing,467,516,3 4 5 7,20,142
idle,469,469,0 1 2,-1,469
computing,469,517,0 1 2,21,148
idle,516,516,3 4,-1,516
idle,516,517,5 7,-1,516
computing,516,565,3 4,22,163
idle,517,517,0 1 2,-1,517
computing,517,564,0 1 2 5 7,23,176
idle,564,564,0 1 2,-1,564
idle,564,565,5 7,-1,564
computing,564,611,0 1 2,24,177
idle,565,565,3 4,-1,565
computing,565,617,3 4 5 7,25,177
idle,611,611,0 1 2,-1,611
computing,611,660,0 1 2,26,180
idle,617,617,3 4 5,-1,617
idle,617,647,7,-1,617
computing,617,670,3 4 5,27,189
switching_off,647,652,7,-2,647
sleeping,652,714,7,-4,652
idle,660,665,0 1 2,-1,660
switching_on,660,665,6,-3,660
idle,665,665,6,-1,665
computing,665,714,0 1 2 6,28,190
idle,670,670,3 4 5,-1,670
computing,670,721,3 4 5,29,211
idle,714,719,0 1 2 6,-1,714
switching_on,714,719,7,-3,714
idle,719,719,7,-1,719
computing,719,771,0 1 2 6 7,30,214
idle,721,721,3 4,-1,721
idle,721,751,5,-1,721
computing,721,768,3 4,32,217
switching_off,751,756,5,-2,751
sleeping,756,768,5,-4,756
idle,768,773,3 4,-1,768
switching_on,768,773,5,-3,768
idle,771,771,0 1 2 6,-1,771
idle,771,801,7,-1,771
computing,771,819,0 1 2 6,31,216
idle,773,773,5,-1,773
computing,773,825,3 4 5,36,235
switching_off,801,806,7,-2,801
sleeping,806,825,7,-4,806
idle,819,819,0 1 2 6,-1,819
computing,819,869,0 1 2 6,33,218
idle,825,830,3 4 5,-1,825
switching_on,825,830,7,-3,825
idle,830,830,7,-1,830
computing,830,879,3 4 5 7,34,222
idle,869,869,0 1 2 6,-1,869
computing,869,921,0 1 2 6,35,233
idle,879,879,3 4,-1,879
idle,879,909,5 7,-1,879
computing,879,932,3 4,37,236
switching_off,909,914,5 7,-2,909
sleeping,914,921,5,-4,914
sleeping,914,932,7,-4,914
idle,921,926,0 1 2 6,-1,921
switching_on,921,926,5,-3,921
idle,926,926,5,-1,926
computing,926,973,0 1 2 6 5,38,236
idle,932,937,3 4,-1,932
switching_on,932,937,7,-3,932
idle,937,937,7,-1,937
computing,937,989,3 4 7,40,247
idle,973,973,0 1 2 5 6,-1,973
computing,973,1022,0 1 2 5 6,39,241
idle,989,989,3 4 7,-1,989
computing,989,1043,3 4 7,41,248
idle,1022,1022,0 1 2 5,-1,1022
idle,1022,1043,6,-1,1022
computing,1022,1069,0 1 2 5,42,250
idle,1043,1043,3 4 7,-1,1043
computing,1043,1095,3 4 6 7,43,265
idle,1069,1069,0 1 2,-1,1069
idle,1069,1095,5,-1,1069
computing,1069,1119,0 1 2,44,268
idle,1095,1095,3 4 6,-1,1095
idle,1095,1125,7,-1,1095
computing,1095,1145,3 4 5 6,45,270
idle,1119,1119,0 1 2,-1,1119
computing,1119,1170,0 1 2,46,271
switching_off,1125,1130,7,-2,1125
sleeping,1130,1220,7,-4,1130
idle,1145,1145,3 4 5,-1,1145
idle,1145,1170,6,-1,1145
computing,1145,1194,3 4 5,47,288
idle,1170,1170,0 1 2,-1,1170
computing,1170,1220,0 1 2 6,48,289
idle,1194,1194,3 4 5,-1,1194
computing,1194,1246,3 4 5,49,300
idle,1220,1220,0 1 2,-1,1220
idle,1220,1225,6,-1,1220
switching_on,1220,1225,7,-3,1220
computing,1220,1272,0 1 2,50,311
idle,1225,1225,7,-1,1225
computing,1225,1272,6 7,57,354
idle,1246,1246,3 4 5,-1,1246
computing,1246,1294,3 4 5,51,316
idle,1272,1272,0 1 2,-1,1272
idle,1272,1294,6,-1,1272
idle,1272,1302,7,-1,1272
computing,1272,1322,0 1 2,52,318
idle,1294,1294,3 4 5,-1,1294
computing,1294,1344,3 4 5 6,53,318
switching_off,1302,1307,7,-2,1302
sleeping,1307,1322,7,-4,1307
idle,1322,1327,0 1 2,-1,1322
switching_on,1322,1327,7,-3,1322
idle,1327,1327,7,-1,1327
computing,1327,1377,0 1 2 7,54,336
idle,1344,1344,3 4 5,-1,1344
idle,1344,1374,6,-1,1344
computing,1344,1391,3 4 5,55,345
switching_off,1374,1379,6,-2,1374
idle,1377,1377,0 1 2 7,-1,1377
computing,1377,1426,0 1 2 7,56,352
sleeping,1379,1426,6,-4,1379
idle,1391,1391,3 4 5,-1,1391
computing,1391,1441,3 4 5,62,385
idle,1426,1431,0 1 2 7,-1,1426
switching_on,1426,1431,6,-3,1426
idle,1431,1431,6,-1,1431
computing,1431,1483,0 1 2 7 6,58,359
idle,1441,1441,3 4 5,-1,1441
computing,1441,1489,3 4 5,63,392
idle,1483,1483,0 1 2 6 7,-1,1483
computing,1483,1535,0 1 2 6 7,59,368
idle,1489,1489,3 4 5,-1,1489
computing,1489,1541,3 4 5,64,395
idle,1535,1535,0 1 2 6,-1,1535
idle,1535,1541,7,-1,1535
computing,1535,1584,0 1 2 6,60,372
idle,1541,1541,3 4 5,-1,1541
computing,1541,1590,3 4 5 7,61,381
idle,1584,1584,0 1 2 6,-1,1584
computing,1584,1635,0 1 2 6,65,405
idle,1590,1590,3 4 5,-1,1590
idle,1590,1620,7,-1,1590
computing,1590,1640,3 4 5,66,410
switching_off,1620,1625,7,-2,1620
sleeping,1625,1742,7,-4,1625
idle,1635,1635,0 1 2,-1,1635
idle,1635,1665,6,-1,1635
computing,1635,1686,0 1 2,67,411
idle,1640,1640,3 4 5,-1,1640
computing,1640,1693,3 4 5,68,428
switching_off,1665,1670,6,-2,1665
sleeping,1670,1686,6,-4,1670
idle,1686,1691,0 1 2,-1,1686
switching_on,1686,1691,6,-3,1686
idle,1691,1691,6,-1,1691
computing,1691,1741,0 1 2 6,69,428
idle,1693,1693,3 4 5,-1,1693
computing,1693,1742,3 4 5,70,429
idle,1741,1741,0 1 2 6,-1,1741
computing,1741,1790,0 1 2 6,71,429
idle,1742,1742,3 4,-1,1742
idle,1742,1747,5,-1,1742
switching_on,1742,1747,7,-3,1742
computing,1742,1791,3 4,72,430
idle,1747,1747,7,-1,1747
computing,1747,1795,5 7,94,521
idle,1790,1790,0 1 2,-1,1790
idle,1790,1795,6,-1,1790
computing,1790,1840,0 1 2,73,431
idle,1791,1795,3 4,-1,1791
idle,1795,1795,5,-1,1795
idle,1795,1825,7,-1,1795
computing,1795,1849,3 4 5 6,74,436
switching_off,1825,1830,7,-2,1825
sleeping,1830,1998,7,-4,1830
idle,1840,1840,0 1 2,-1,1840
computing,1840,1888,0 1 2,75,442
idle,1849,1849,3 4 5,-1,1849
idle,1849,1879,6,-1,1849
computing,1849,1900,3 4 5,76,443
switching_off,1879,1884,6,-2,1879
sleeping,1884,1888,6,-4,1884
idle,1888,1893,0 1 2,-1,1888
switching_on,1888,1893,6,-3,1888
idle,1893,1893,6,-1,1893
computing,1893,1945,0 1 2 6,77,444
idle,1900,1900,3 4 5,-1,1900
computing,1900,1950,3 4 5,78,452
idle,1945,1945,0 1 2,-1,1945
idle,1945,1975,6,-1,1945
computing,1945,1991,0 1 2,79,456
idle,1950,1950,3 4 5,-1,1950
computing,1950,1998,3 4 5,80,457
switching_off,1975,1980,6,-2,1975
sleeping,1980,1991,6,-4,1980
idle,1991,1996,0 1 2,-1,1991
switching_on,1991,1996,6,-3,1991
idle,1996,1996,6,-1,1996
computing,1996,2044,0 1 2 6,81,457
