type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,3,0 1,-1,0
idle,0,30,2 3 4 5 6 7,-1,0
computing,3,155,0 1,1,3
switching_off,30,35,2 3 4 5 6 7,-2,30
sleeping,35,35,2 3 4 5,-4,35
switching_on,35,35,2 3 4 5,-3,35
switching_on,35,40,2 3 4 5,-3,35
sleeping,35,150,6 7,-4,35
idle,40,40,2 2 3 3 4 4 5 5,-1,40
computing,40,188,2 3 4 5,2,35
switching_on,150,155,6 7,-3,150
idle,155,155,0 1 6 7,-1,155
computing,155,306,0 1 6 7,3,46
idle,188,188,2 3 4,-1,188
idle,188,218,5,-1,188
computing,188,339,2 3 4,4,60
switching_off,218,223,5,-2,218
sleeping,223,301,5,-4,223
switching_on,301,306,5,-3,301
idle,306,306,0 1 5,-1,306
idle,306,336,6,-1,306
idle,306,339,7,-1,306
computing,306,455,0 1 5,5,72
switching_off,336,341,6,-2,336
idle,339,339,2 3 4,-1,339
computing,339,486,2 3 4 7,6,73
sleeping,341,450,6,-4,341
switching_on,450,455,6,-3,450
idle,455,455,0 1 5 6,-1,455
computing,455,604,0 1 5 6,7,79
idle,486,486,2 3 4,-1,486
idle,486,516,7,-1,486
computing,486,638,2 3 4,8,88
switching_off,516,521,7,-2,516
sleeping,521,633,7,-4,521
idle,604,604,0 1 5,-1,604
idle,604,634,6,-1,604
computing,604,750,0 1 5,9,92
switching_on,633,638,7,-3,633
switching_off,634,639,6,-2,634
idle,638,638,2 3 4 7,-1,638
computing,638,786,2 3 4 7,10,95
sleeping,639,745,6,-4,639
switching_on,745,750,6,-3,745
idle,750,750,0 1 5 6,-1,750
computing,750,900,0 1 5 6,11,99
idle,786,786,2 3 4 7,-1,786
computing,786,936,2 3 4 7,12,100
idle,900,900,0 1 5,-1,900
idle,900,936,6,-1,900
computing,900,1047,0 1 5,13,104
idle,936,936,2 3 4 7,-1,936
computing,936,1084,2 3,14,113
computing,936,1087,4 6 7,15,113
idle,1047,1047,0 1 5,-1,1047
computing,1047,1195,0 1 5,16,121
idle,1084,1087,2 3,-1,1084
idle,1087,1087,4,-1,1087
idle,1087,1117,6 7,-1,1087
computing,1087,1240,2 3 4,17,128
switching_off,1117,1122,6 7,-2,1117
sleeping,1122,1190,6,-4,1122
sleeping,1122,1497,7,-4,1122
switching_on,1190,1195,6,-3,1190
idle,1195,1195,0 1 5 6,-1,1195
computing,1195,1346,0 1 5 6,18,137
idle,1240,1240,2 3,-1,1240
idle,1240,1270,4,-1,1240
computing,1240,1390,2 3,19,138
switching_off,1270,1275,4,-2,1270
sleeping,1275,1341,4,-4,1275
switching_on,1341,1346,4,-3,1341
idle,1346,1346,0 1 4,-1,1346
idle,1346,1376,5 6,-1,1346
computing,1346,1497,0 1 4,20,140
switching_off,1376,1381,5 6,-2,1376
sleeping,1381,1497,5 6,-4,1381
idle,1390,1420,2 3,-1,1390
switching_off,1420,1425,2 3,-2,1420
sleeping,1425,1497,2 3,-4,1425
idle,1497,1497,0 1 4,-1,1497
