type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,5,0 1 2 3,-1,0
idle,0,14,4 5 6,-1,0
idle,0,30,7,-1,0
computing,5,59,0 1 2 3,1,5
computing,14,66,4 5 6,2,14
switching_off,30,35,7,-2,30
sleeping,35,101,7,-4,35
idle,59,59,0 1 2 3,-1,59
computing,59,106,0 1 2 3,3,20
idle,66,66,4 5 6,-1,66
computing,66,117,4 5 6,10,64
switching_on,101,106,7,-3,101
idle,106,106,0 1 2 3 7,-1,106
computing,106,156,0 1 2 3 7,4,24
idle,117,117,4 5,-1,117
idle,117,147,6,-1,117
computing,117,168,4 5,11,67
switching_off,147,152,6,-2,147
sleeping,152,163,6,-4,152
idle,156,156,0 1 2 3 7,-1,156
computing,156,204,0 1 2 3 7,5,27
switching_on,163,168,6,-3,163
idle,168,168,4 5 6,-1,168
computing,168,222,4 5 6,14,82
idle,204,204,0 1 2 3,-1,204
idle,204,222,7,-1,204
computing,204,252,0 1 2 3,6,28
idle,222,222,4 5 6,-1,222
computing,222,273,4 5 6 7,7,29
idle,252,252,0 1 2 3,-1,252
computing,252,303,0 1 2 3,8,29
idle,273,273,4 5 6 7,-1,273
computing,273,325,4 5 6 7,9,35
idle,303,303,0 1 2 3,-1,303
computing,303,354,0 1 2 3,12,69
idle,325,325,4 5 6 7,-1,325
computing,325,376,4 5 6 7,13,80
idle,354,354,0 1 2 3,-1,354
computing,354,403,0 1 2 3,15,84
idle,376,376,4 5 6 7,-1,376
computing,376,424,4 5 6 7,16,94
idle,403,403,0 1 2 3,-1,403
computing,403,453,2 3,19,114
computing,403,455,0 1,17,100
idle,424,424,4 5 6,-1,424
idle,424,455,7,-1,424
computing,424,474,4 5 6,18,111
idle,453,455,2 3,-1,453
idle,455,455,0 1,-1,455
computing,455,502,0 1 2 3 7,20,117
idle,474,502,4 5 6,-1,474
idle,502,502,0 1 2 3 7,-1,502
