time,sleeping,sleeping_nodes,switching_on,switching_on_nodes,switching_off,switching_off_nodes,idle,idle_nodes,computing,computing_nodes,unavailable
0,0,[],0,[],0,[],8,"[0, 1, 2, 3, 4, 5, 6, 7]",0,"[{'job_id': 1, 'nodes': [0, 1], 'starting_time': 3, 'finish_time': 155}, {'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}]",0
3,0,[],0,[],0,[],6,"[2, 3, 4, 5, 6, 7]",2,"[{'job_id': 1, 'nodes': [0, 1], 'starting_time': 3, 'finish_time': 155}, {'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}]",0
30,0,[],0,[],6,"[2, 3, 4, 5, 6, 7]",0,[],2,"[{'job_id': 1, 'nodes': [0, 1], 'starting_time': 3, 'finish_time': 155}, {'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}]",0
35,-2,"[6, 7]",8,"[2, 2, 3, 3, 4, 4, 5, 5]",0,[],0,[],2,"[{'job_id': 1, 'nodes': [0, 1], 'starting_time': 3, 'finish_time': 155}, {'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}]",0
40,-2,"[6, 7]",0,[],0,[],4,[],6,"[{'job_id': 1, 'nodes': [0, 1], 'starting_time': 3, 'finish_time': 155}, {'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}]",0
150,-4,[],2,"[6, 7]",0,[],4,[],6,"[{'job_id': 1, 'nodes': [0, 1], 'starting_time': 3, 'finish_time': 155}, {'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}]",0
155,-4,[],0,[],0,[],4,[],8,"[{'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}, {'job_id': 3, 'nodes': [0, 1, 6, 7], 'starting_time': 155, 'finish_time': 306}]",0
188,-4,[],0,[],0,[],5,[5],7,"[{'job_id': 3, 'nodes': [0, 1, 6, 7], 'starting_time': 155, 'finish_time': 306}, {'job_id': 4, 'nodes': [2, 3, 4], 'starting_time': 188, 'finish_time': 339}]",0
218,-4,[],0,[],1,[5],4,[],7,"[{'job_id': 3, 'nodes': [0, 1, 6, 7], 'starting_time': 155, 'finish_time': 306}, {'job_id': 4, 'nodes': [2, 3, 4], 'starting_time': 188, 'finish_time': 339}]",0
223,-3,[5],0,[],0,[],4,[],7,"[{'job_id': 3, 'nodes': [0, 1, 6, 7], 'starting_time': 155, 'finish_time': 306}, {'job_id': 4, 'nodes': [2, 3, 4], 'starting_time': 188, 'finish_time': 339}]",0
301,-4,[],1,[5],0,[],4,[],7,"[{'job_id': 3, 'nodes': [0, 1, 6, 7], 'starting_time': 155, 'finish_time': 306}, {'job_id': 4, 'nodes': [2, 3, 4], 'starting_time': 188, 'finish_time': 339}]",0
