type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,3,0 1 2,-1,0
idle,0,8,3 4 5 6 7,-1,0
computing,3,155,0 1 2,1,3
computing,8,157,3 4 5 6 7,2,8
idle,155,155,0 1 2,-1,155
computing,155,304,0 1 2,6,41
idle,157,157,3 4 5 6,-1,157
idle,157,304,7,-1,157
computing,157,305,3 4 5 6,3,12
idle,304,304,0 1 2,-1,304
computing,304,452,0 1 2 7,4,17
idle,305,305,3 4 5 6,-1,305
computing,305,454,3 4 5 6,5,29
idle,452,452,0 1 2,-1,452
computing,452,601,0 1 2,7,45
idle,452,754,7,-1,452
idle,454,454,3 4 5,-1,454
idle,454,601,6,-1,454
computing,454,604,3 4 5,8,57
idle,601,601,0 1 2,-1,601
computing,601,754,0 1 2 6,9,64
idle,604,604,3 4 5,-1,604
computing,604,753,3 4 5,15,81
idle,753,753,3 4 5,-1,753
computing,753,904,3 4 5,18,89
idle,754,754,0 1 2 6,-1,754
computing,754,906,0 1 2 6 7,10,71
idle,904,904,3 4 5,-1,904
computing,904,1058,3 4 5,25,132
idle,906,906,0 1 2 6 7,-1,906
computing,906,1057,0 1 2 6 7,11,79
idle,1057,1057,0 1 2 6,-1,1057
idle,1057,1058,7,-1,1057
computing,1057,1209,0 1 2 6,12,79
idle,1058,1058,3 4 5,-1,1058
computing,1058,1204,3 4 5 7,16,83
idle,1204,1204,3 4 5,-1,1204
idle,1204,1209,7,-1,1204
computing,1204,1359,3 4 5,30,145
idle,1209,1209,0 1 2 6,-1,1209
computing,1209,1359,0 1 2 6 7,13,80
idle,1359,1359,0 1 2 3 4 5 6 7,-1,1359
computing,1359,1508,5 6 7,32,148
computing,1359,1510,0 1 2 3 4,14,81
idle,1508,1508,5 6,-1,1508
idle,1508,1662,7,-1,1508
computing,1508,1662,5 6,36,156
idle,1510,1510,0 1 2 3 4,-1,1510
computing,1510,1664,0 1 2 3 4,17,83
idle,1662,1662,5 6,-1,1662
computing,1662,1812,5 6 7,42,169
idle,1664,1664,0 1 2 3,-1,1664
idle,1664,1812,4,-1,1664
computing,1664,1818,0 1 2 3,19,91
idle,1812,1812,5,-1,1812
idle,1812,1818,6 7,-1,1812
computing,1812,1960,4 5,53,204
idle,1818,1818,0 1 2 3,-1,1818
computing,1818,1966,0 1 2 3 6 7,20,97
idle,1960,1966,4 5,-1,1960
idle,1966,1966,0 1 2 3 6 7,-1,1966
computing,1966,2116,4 5 6 7,23,120
computing,1966,2119,0 1 2 3,21,97
idle,2116,2116,4 5 6,-1,2116
idle,2116,2119,7,-1,2116
computing,2116,2265,4 5 6,43,177
idle,2119,2119,0 1 2 3,-1,2119
computing,2119,2269,0 1 2 3 7,22,110
idle,2265,2269,4 5,-1,2265
idle,2265,2424,6,-1,2265
idle,2269,2269,0 1 2 3,-1,2269
idle,2269,2424,7,-1,2269
computing,2269,2424,0 1 2 3 4 5,24,124
idle,2424,2424,0 1 2 3 4 5,-1,2424
computing,2424,2572,5 6 7,55,209
computing,2424,2573,0 1 2 3 4,26,133
idle,2572,2572,5 6 7,-1,2572
computing,2572,2724,5 6 7,60,221
idle,2573,2573,0 1 2 3,-1,2573
idle,2573,2724,4,-1,2573
computing,2573,2724,0 1 2 3,27,133
idle,2724,2724,0 1 2 3 5 6 7,-1,2724
computing,2724,2874,5 6 7,64,253
computing,2724,2877,0 1 2 3 4,28,133
idle,2874,2874,5 6 7,-1,2874
computing,2874,3027,5 6 7,65,260
idle,2877,2877,0 1 2 3,-1,2877
computing,2877,3024,0 1 2 3,29,136
idle,2877,3027,4,-1,2877
idle,3024,3024,0 1 2 3,-1,3024
computing,3024,3174,0 1 2 3,31,145
idle,3027,3027,5 6,-1,3027
idle,3027,3174,7,-1,3027
computing,3027,3176,4 5 6,75,331
idle,3174,3174,0 1 2 3,-1,3174
computing,3174,3325,0 1 2 3 7,33,149
idle,3176,3176,4 5 6,-1,3176
computing,3176,3326,4 5 6,81,367
idle,3325,3325,0 1 2 3,-1,3325
idle,3325,3326,7,-1,3325
computing,3325,3475,0 1 2 3,34,150
idle,3326,3326,4 5 6,-1,3326
computing,3326,3474,4 5 6 7,39,160
idle,3474,3474,4 5 6,-1,3474
idle,3474,3475,7,-1,3474
computing,3474,3624,4 5 6,86,388
idle,3475,3475,0 1 2 3,-1,3475
computing,3475,3625,0 1 2 3 7,35,153
idle,3624,3624,4 5 6,-1,3624
computing,3624,3774,4 5 6,91,415
idle,3625,3625,0 1 2 3 7,-1,3625
computing,3625,3776,0 1 2 3 7,37,157
idle,3774,3774,4 5 6,-1,3774
computing,3774,3925,4 5 6,99,476
idle,3776,3776,0 1 2 3 7,-1,3776
computing,3776,3926,0 1 2 3 7,38,160
idle,3925,3925,4 5 6,-1,3925
computing,3925,4074,4 5 6,100,487
idle,3926,3926,0 1 2 3,-1,3926
computing,3926,4077,0 1 2 3,40,161
idle,3926,4227,7,-1,3926
idle,4074,4077,4,-1,4074
idle,4074,4227,5 6,-1,4074
idle,4077,4077,0 1 2 3,-1,4077
computing,4077,4227,0 1 2 3 4,41,161
idle,4227,4227,0 1 2 3 4,-1,4227
computing,4227,4378,4 5 6 7,48,190
computing,4227,4380,0 1 2 3,44,178
idle,4378,4380,4,-1,4378
idle,4378,4684,5,-1,4378
idle,4378,5141,6 7,-1,4378
idle,4380,4380,0 1 2 3,-1,4380
computing,4380,4534,0 1 2 3 4,45,180
idle,4534,4534,0 1 2 3 4,-1,4534
computing,4534,4684,0 1 2 3 4,46,184
idle,4684,4684,0 1 2 3 4,-1,4684
computing,4684,4838,0 1 2 3 4 5,47,187
idle,4838,4838,0 1 2 3 4,-1,4838
computing,4838,4990,0 1 2 3 4,49,191
idle,4838,5141,5,-1,4838
idle,4990,4990,0 1 2 3 4,-1,4990
computing,4990,5141,0 1 2 3 4,50,193
idle,5141,5141,0 1 2 3 4,-1,5141
computing,5141,5293,0 1 2 3,51,195
computing,5141,5293,4 5 6 7,52,197
idle,5293,5293,0 1 2 3 4 5,-1,5293
computing,5293,5446,0 1 2 3 4 5,54,205
idle,5293,6359,6 7,-1,5293
idle,5446,5446,0 1 2 3 4,-1,5446
computing,5446,5594,0 1 2 3 4,56,211
idle,5446,5746,5,-1,5446
idle,5594,5594,0 1 2 3 4,-1,5594
computing,5594,5746,0 1 2 3 4,57,214
idle,5746,5746,0 1 2 3 4,-1,5746
computing,5746,5898,0 1 2 3 4 5,58,219
idle,5898,5898,0 1 2 3 4,-1,5898
computing,5898,6050,0 1 2 3 4,59,220
idle,5898,6205,5,-1,5898
idle,6050,6050,0 1 2 3 4,-1,6050
computing,6050,6205,0 1 2 3 4,61,238
idle,6205,6205,0 1 2 3 4,-1,6205
computing,6205,6359,0 1 2 3 4 5,62,245
idle,6359,6359,0 1 2 3 4 5,-1,6359
computing,6359,6508,0 1 2 3,63,253
computing,6359,6509,4 5 6 7,66,276
idle,6508,6508,0 1 2 3,-1,6508
computing,6508,6659,0 1 2 3,67,278
idle,6509,6509,4 5 6 7,-1,6509
computing,6509,6658,4 5 6 7,71,302
idle,6658,6659,4 5,-1,6658
idle,6658,6958,6 7,-1,6658
idle,6659,6659,0 1 2 3,-1,6659
computing,6659,6809,0 1 2 3 4 5,68,297
idle,6809,6809,0 1 2 3 4,-1,6809
idle,6809,6958,5,-1,6809
computing,6809,6958,0 1 2 3 4,69,297
idle,6958,6958,0 1 2 3 4,-1,6958
computing,6958,7110,0 1 2 3,70,299
computing,6958,7110,4 5 6 7,78,357
idle,7110,7110,0 1 2 3 4 5,-1,7110
computing,7110,7257,0 1 2 3 4 5,72,318
idle,7110,7854,6 7,-1,7110
idle,7257,7257,0 1 2 3 4 5,-1,7257
computing,7257,7405,0 1 2 3 4 5,73,324
idle,7405,7405,0 1 2 3 4,-1,7405
computing,7405,7557,0 1 2 3 4,74,326
idle,7405,7854,5,-1,7405
idle,7557,7557,0 1 2 3 4,-1,7557
computing,7557,7705,0 1 2 3 4,76,353
idle,7705,7705,0 1 2 3 4,-1,7705
computing,7705,7854,0 1 2 3 4,77,356
idle,7854,7854,0 1 2 3 4,-1,7854
computing,7854,8003,4 5 6 7,82,372
computing,7854,8005,0 1 2 3,79,362
idle,8003,8005,4,-1,8003
idle,8003,8154,5,-1,8003
idle,8003,8751,6 7,-1,8003
idle,8005,8005,0 1 2 3,-1,8005
computing,8005,8154,0 1 2 3 4,80,366
idle,8154,8154,0 1 2 3 4,-1,8154
computing,8154,8300,0 1 2 3 4 5,83,382
idle,8300,8300,0 1 2 3 4,-1,8300
computing,8300,8452,0 1 2 3 4,84,383
idle,8300,8602,5,-1,8300
idle,8452,8452,0 1 2 3 4,-1,8452
computing,8452,8602,0 1 2 3 4,85,384
idle,8602,8602,0 1 2 3 4,-1,8602
computing,8602,8751,0 1 2 3 4 5,87,395
idle,8751,8751,0 1 2 3 4 5,-1,8751
computing,8751,8899,0 1 2 3,88,398
computing,8751,8903,4 5 6 7,89,399
idle,8899,8903,0 1 2 3,-1,8899
idle,8903,8903,4,-1,8903
computing,8903,9058,0 1 2 3 4,90,400
idle,8903,10103,5 6 7,-1,8903
idle,9058,9058,0 1 2 3 4,-1,9058
computing,9058,9209,0 1 2 3 4,92,420
idle,9209,9209,0 1 2 3,-1,9209
idle,9209,9355,4,-1,9209
computing,9209,9355,0 1 2 3,93,431
idle,9355,9355,0 1 2 3,-1,9355
computing,9355,9504,0 1 2 3 4,94,443
idle,9504,9504,0 1 2 3 4,-1,9504
computing,9504,9653,0 1 2 3 4,95,444
idle,9653,9653,0 1 2 3 4,-1,9653
