type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,6,0 1 2,-1,0
idle,0,7,3 4,-1,0
idle,0,14,5 6 7,-1,0
computing,6,53,0 1 2,1,6
computing,7,57,3 4,2,7
computing,14,68,5 6 7,3,14
idle,53,53,0 1 2,-1,53
computing,53,104,0 1 2,4,18
idle,57,57,3,-1,57
idle,57,68,4,-1,57
computing,57,109,3,15,48
idle,68,68,5 6 7,-1,68
computing,68,117,4 5 6 7,5,19
idle,104,104,0 1 2,-1,104
computing,104,153,0 1 2,6,26
idle,109,117,3,-1,109
idle,117,117,4 5,-1,117
idle,117,147,6 7,-1,117
computing,117,166,3 4 5,7,26
switching_off,147,152,6 7,-2,147
sleeping,152,153,6,-4,152
sleeping,152,214,7,-4,152
idle,153,158,0 1 2,-1,153
switching_on,153,158,6,-3,153
idle,158,158,6,-1,158
computing,158,208,0 1 2 6,8,27
idle,166,166,3 4,-1,166
idle,166,196,5,-1,166
computing,166,214,3 4,10,39
switching_off,196,201,5,-2,196
sleeping,201,208,5,-4,201
idle,208,213,0 1 2 6,-1,208
switching_on,208,213,5,-3,208
idle,213,213,5,-1,213
computing,213,263,0 1 2 6 5,9,37
idle,214,219,3 4,-1,214
switching_on,214,219,7,-3,214
idle,219,219,7,-1,219
computing,219,267,3 4 7,11,39
idle,263,263,0 1 2 5 6,-1,263
computing,263,312,0 1,12,40
computing,263,315,2 5 6,13,42
idle,267,297,3 4 7,-1,267
switching_off,297,302,3 4 7,-2,297
sleeping,302,312,3 4,-4,302
sleeping,302,361,7,-4,302
idle,312,317,0 1,-1,312
switching_on,312,317,3 4,-3,312
idle,315,315,2 5,-1,315
idle,315,345,6,-1,315
computing,315,361,2 5,16,65
idle,317,317,3 4,-1,317
computing,317,369,0 1 3 4,14,43
switching_off,345,350,6,-2,345
sleeping,350,361,6,-4,350
idle,361,366,2 5,-1,361
switching_on,361,366,6 7,-3,361
idle,366,366,6 7,-1,366
computing,366,412,2 5 6 7,17,70
idle,369,369,0 1 3 4,-1,369
computing,369,419,0 1,18,82
computing,369,423,3 4,29,109
idle,412,412,2 5 6 7,-1,412
computing,412,461,2 5 6 7,19,88
idle,419,423,0 1,-1,419
idle,423,423,3,-1,423
idle,423,453,4,-1,423
computing,423,473,0 1 3,20,88
switching_off,453,458,4,-2,453
sleeping,458,461,4,-4,458
idle,461,466,2 5 6 7,-1,461
switching_on,461,466,4,-3,461
idle,466,466,4,-1,466
computing,466,515,2 5 6 7 4,21,97
idle,473,473,0 1 3,-1,473
computing,473,528,0 1 3,22,98
idle,515,515,2 4 5,-1,515
idle,515,528,6,-1,515
idle,515,545,7,-1,515
computing,515,563,2 4 5,23,104
idle,528,528,0 1 3,-1,528
computing,528,577,0 1 3 6,24,106
switching_off,545,550,7,-2,545
sleeping,550,563,7,-4,550
idle,563,568,2 4 5,-1,563
switching_on,563,568,7,-3,563
idle,568,568,7,-1,568
computing,568,618,2 4 5 7,25,108
idle,577,577,0 1 3 6,-1,577
computing,577,631,0 1 3 6,26,108
idle,618,618,2 4 5,-1,618
idle,618,631,7,-1,618
computing,618,666,2 4 5,33,128
idle,631,631,0 1 3 6,-1,631
computing,631,677,0 1 3 6 7,27,109
idle,666,666,2 4,-1,666
idle,666,677,5,-1,666
computing,666,713,2 4,34,130
idle,677,677,0 1 3 6,-1,677
idle,677,707,7,-1,677
computing,677,727,0 1 3 5 6,28,109
switching_off,707,712,7,-2,707
sleeping,712,713,7,-4,712
idle,713,718,2 4,-1,713
switching_on,713,718,7,-3,713
idle,718,718,7,-1,718
computing,718,767,2 4 7,36,138
idle,727,727,0 1 3 5,-1,727
idle,727,757,6,-1,727
computing,727,774,0 1 3 5,30,110
switching_off,757,762,6,-2,757
sleeping,762,767,6,-4,762
idle,767,772,2 4 7,-1,767
switching_on,767,772,6,-3,767
idle,772,772,6,-1,772
computing,772,818,2 4 7 6,31,114
idle,774,774,0 1,-1,774
idle,774,804,3 5,-1,774
computing,774,825,0 1,37,141
switching_off,804,809,3 5,-2,804
sleeping,809,818,3,-4,809
sleeping,809,876,5,-4,809
idle,818,823,2 4 6 7,-1,818
switching_on,818,823,3,-3,818
idle,823,823,3,-1,823
computing,823,874,2 4 6 7 3,32,118
idle,825,825,0 1,-1,825
computing,825,876,0 1,38,147
idle,874,874,2 3 4 6,-1,874
idle,874,881,7,-1,874
computing,874,926,2 3 4 6,35,135
idle,876,881,0 1,-1,876
switching_on,876,881,5,-3,876
idle,881,881,5,-1,881
computing,881,929,0 1 7 5,39,150
idle,926,929,2 3 4,-1,926
idle,926,956,6,-1,926
idle,929,929,0 1,-1,929
idle,929,959,5 7,-1,929
computing,929,981,0 1 2 3 4,40,154
switching_off,956,961,6,-2,956
switching_off,959,964,5 7,-2,959
sleeping,961,981,6,-4,961
sleeping,964,981,5 7,-4,964
idle,981,981,0 1 2 3 4,-1,981
