type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,1,0 1 2 3 4 5,-1,0
idle,0,3,6,-1,0
idle,0,9,7,-1,0
computing,1,51,2 3 4,2,1
computing,1,52,0 1,1,1
computing,1,56,5,3,1
computing,3,51,6,4,3
computing,9,62,7,6,9
idle,51,51,2 3 4 6,-1,51
computing,51,98,4 6,7,19
computing,51,99,2 3,5,8
idle,52,52,0 1,-1,52
computing,52,103,0 1,8,34
idle,56,62,5,-1,56
idle,62,62,7,-1,62
computing,62,114,5 7,9,36
idle,98,98,4 6,-1,98
computing,98,145,4 6,10,39
idle,99,99,2 3,-1,99
computing,99,151,2,11,47
computing,99,151,3,12,53
idle,103,103,0,-1,103
idle,103,114,1,-1,103
computing,103,156,0,14,56
idle,114,114,5 7,-1,114
computing,114,162,1 5 7,13,54
idle,145,145,4 6,-1,145
computing,145,197,4 6,15,65
idle,151,151,2 3,-1,151
computing,151,202,2 3,16,69
idle,156,156,0,-1,156
computing,156,205,0,18,76
idle,162,162,1 5 7,-1,162
computing,162,212,7,19,80
computing,162,215,1 5,17,73
idle,197,197,4,-1,197
idle,197,202,6,-1,197
computing,197,241,4,20,85
idle,202,202,2 3,-1,202
computing,202,251,2 3 6,21,85
idle,205,212,0,-1,205
idle,212,212,7,-1,212
computing,212,265,0 7,22,87
idle,215,241,1 5,-1,215
idle,241,241,4,-1,241
computing,241,293,1 4 5,23,89
idle,251,251,2 3 6,-1,251
computing,251,299,6,27,116
computing,251,301,2,24,113
computing,251,302,3,25,114
idle,265,265,0 7,-1,265
computing,265,316,0 7,26,115
idle,293,293,1 4 5,-1,293
computing,293,340,1 4 5,28,119
idle,299,302,6,-1,299
idle,301,302,2,-1,301
idle,302,302,3,-1,302
computing,302,353,2 3 6,29,126
idle,316,316,0 7,-1,316
computing,316,367,0,30,129
computing,316,367,7,31,133
idle,340,340,1 4 5,-1,340
computing,340,388,1,32,133
computing,340,394,4 5,33,158
idle,353,353,2 3 6,-1,353
computing,353,403,2,34,170
computing,353,403,6,36,183
computing,353,406,3,35,172
idle,367,367,0 7,-1,367
computing,367,419,0 7,37,188
idle,388,394,1,-1,388
idle,394,394,4 5,-1,394
computing,394,440,1 4 5,38,211
idle,403,403,2 6,-1,403
computing,403,454,2 6,39,213
idle,406,406,3,-1,406
computing,406,454,3,40,221
idle,419,419,0 7,-1,419
computing,419,467,0,41,231
computing,419,469,7,42,233
idle,440,440,1 4 5,-1,440
computing,440,488,1 4 5,43,234
idle,454,454,2 3 6,-1,454
computing,454,504,2 3,44,241
computing,454,504,6,45,254
idle,467,467,0,-1,467
