type,starting_time,finish_time,allocated_resources,job_id,submission_time
computing,467,520,0,50,272
idle,469,469,7,-1,469
computing,469,522,7,51,282
idle,488,488,1 4 5,-1,488
computing,488,538,1 4 5,46,256
idle,504,504,2 3 6,-1,504
computing,504,554,2 3 6,47,259
idle,520,520,0,-1,520
computing,520,571,0,52,291
idle,522,522,7,-1,522
computing,522,576,7,53,295
idle,538,538,1 4 5,-1,538
computing,538,590,1 4 5,48,267
idle,554,571,2 3 6,-1,554
idle,571,571,0,-1,571
computing,571,619,0 2 3 6,49,268
idle,576,576,7,-1,576
computing,576,630,7,54,298
idle,590,590,1 4 5,-1,590
computing,590,642,1 4,55,303
computing,590,644,5,56,306
idle,619,619,0 2,-1,619
idle,619,630,3 6,-1,619
computing,619,670,0,57,308
computing,619,674,2,58,309
idle,630,630,7,-1,630
computing,630,679,3 6 7,59,312
idle,642,642,1 4,-1,642
computing,642,689,4,61,322
computing,642,691,1,60,315
idle,644,644,5,-1,644
computing,644,696,5,62,324
idle,670,674,0,-1,670
idle,674,674,2,-1,674
computing,674,724,0 2,63,330
idle,679,679,3 6 7,-1,679
computing,679,729,3,64,340
computing,679,729,6 7,65,342
idle,689,696,4,-1,689
idle,691,696,1,-1,691
idle,696,696,5,-1,696
computing,696,748,1 4 5,66,344
idle,724,724,0 2,-1,724
computing,724,772,0,67,348
computing,724,774,2,68,352
idle,729,729,3 6 7,-1,729
computing,729,781,3 6,69,361
computing,729,781,7,70,376
idle,748,748,1 4 5,-1,748
computing,748,798,1,71,381
computing,748,799,4 5,72,388
idle,772,774,0,-1,772
idle,774,774,2,-1,774
computing,774,821,0 2,73,391
idle,781,781,3 6,-1,781
idle,781,799,7,-1,781
computing,781,832,3,74,391
computing,781,832,6,75,401
idle,798,799,1,-1,798
idle,799,799,4 5,-1,799
computing,799,849,1 4 5 7,76,407
idle,821,821,0 2,-1,821
computing,821,870,2,78,423
computing,821,871,0,77,409
idle,832,832,3 6,-1,832
computing,832,882,3 6,80,429
idle,849,849,1 4 5 7,-1,849
computing,849,903,7,81,438
computing,849,905,1 4 5,79,424
idle,870,870,2,-1,870
computing,870,918,2,82,439
idle,871,871,0,-1,871
computing,871,921,0,83,440
idle,882,882,3 6,-1,882
computing,882,932,3 6,85,443
idle,903,905,7,-1,903
idle,905,905,1 4 5,-1,905
computing,905,957,1 4 5 7,84,442
idle,918,918,2,-1,918
computing,918,966,2,86,452
idle,921,921,0,-1,921
computing,921,973,0,87,460
idle,932,932,3 6,-1,932
computing,932,983,3 6,88,473
idle,957,957,1 4 5,-1,957
idle,957,966,7,-1,957
computing,957,1008,1,89,476
computing,957,1008,4 5,90,478
idle,966,966,2,-1,966
computing,966,1017,2 7,91,479
idle,973,973,0,-1,973
computing,973,1025,0,94,488
idle,983,983,3 6,-1,983
computing,983,1030,3 6,92,481
idle,1008,1008,1 4 5,-1,1008
computing,1008,1054,5,95,491
computing,1008,1057,1 4,93,482
idle,1017,1017,2 7,-1,1017
computing,1017,1066,2 7,96,493
idle,1025,1025,0,-1,1025
computing,1025,1073,0,97,504
idle,1030,1030,3,-1,1030
idle,1030,1054,6,-1,1030
computing,1030,1083,3,98,506
idle,1054,1054,5,-1,1054
computing,1054,1104,5 6,99,514
idle,1057,1066,1 4,-1,1057
idle,1066,1066,2,-1,1066
idle,1066,1096,7,-1,1066
computing,1066,1114,1 2 4,100,515
idle,1073,1103,0,-1,1073
idle,1083,1113,3,-1,1083
switching_off,1096,1101,7,-2,1096
sleeping,1101,1114,7,-4,1101
switching_off,1103,1108,0,-2,1103
idle,1104,1114,5 6,-1,1104
sleeping,1108,1114,0,-4,1108
switching_off,1113,1114,3,-2,1113
idle,1114,1114,1 2 4,-1,1114
