time,sleeping,sleeping_nodes,switching_on,switching_on_nodes,switching_off,switching_off_nodes,idle,idle_nodes,computing,computing_nodes,unavailable
0,0,[],0,[],0,[],8,"[0, 1, 2, 3, 4, 5, 6, 7]",0,"[{'job_id': 1, 'nodes': [0, 1], 'starting_time': 3, 'finish_time': 155}, {'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}]",0
3,0,[],0,[],0,[],6,"[2, 3, 4, 5, 6, 7]",2,"[{'job_id': 1, 'nodes': [0, 1], 'starting_time': 3, 'finish_time': 155}, {'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}]",0
30,0,[],0,[],6,"[2, 3, 4, 5, 6, 7]",0,[],2,"[{'job_id': 1, 'nodes': [0, 1], 'starting_time': 3, 'finish_time': 155}, {'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}]",0
35,2,"[6, 7]",4,"[2, 3, 4, 5]",0,[],0,[],2,"[{'job_id': 1, 'nodes': [0, 1], 'starting_time': 3, 'finish_time': 155}, {'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}]",0
40,2,"[6, 7]",0,[],0,[],0,[],6,"[{'job_id': 1, 'nodes': [0, 1], 'starting_time': 3, 'finish_time': 155}, {'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}]",0
155,0,[],2,"[6, 7]",0,[],2,"[0, 1]",4,"[{'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}, {'job_id': 3, 'nodes': [0, 1, 6, 7], 'starting_time': 160, 'finish_time': 311}]",0
160,0,[],0,[],0,[],0,[],8,"[{'job_id': 2, 'nodes': [2, 3, 4, 5], 'starting_time': 40, 'finish_time': 188}, {'job_id': 3, 'nodes': [0, 1, 6, 7], 'starting_time': 160, 'finish_time': 311}]",0
188,0,[],0,[],0,[],1,[5],7,"[{'job_id': 3, 'nodes': [0, 1, 6, 7], 'starting_time': 160, 'finish_time': 311}, {'job_id': 4, 'nodes': [2, 3, 4], 'starting_time': 188, 'finish_time': 339}]",0
218,0,[],0,[],1,[5],0,[],7,"[{'job_id': 3, 'nodes': [0, 1, 6, 7], 'starting_time': 160, 'finish_time': 311}, {'job_id': 4, 'nodes': [2, 3, 4], 'starting_time': 188, 'finish_time': 339}]",0
223,1,[5],0,[],0,[],0,[],7,"[{'job_id': 3, 'nodes': [0, 1, 6, 7], 'starting_time': 160, 'finish_time': 311}, {'job_id': 4, 'nodes': [2, 3, 4], 'starting_time': 188, 'finish_time': 339}]",0
311,1,[5],0,[],0,[],1,[7],6,"[{'job_id': 4, 'nodes': [2, 3, 4], 'starting_time': 188, 'finish_time': 339}, {'job_id': 5, 'nodes': [0, 1, 6], 'starting_time': 311, 'finish_time': 460}]",0
