type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0,0,0,-1,0
idle,0,1,1 2 3,-1,0
idle,0,30,4 5 6 7,-1,0
computing,0,51,0,1,0
computing,1,53,1 2 3,2,1
switching_off,30,35,4 5 6 7,-2,30
sleeping,35,35,4 5,-4,35
switching_on,35,40,4 5,-3,35
sleeping,35,51,6 7,-4,35
idle,40,40,4 5,-1,40
computing,40,85,4 5,3,33
idle,51,56,0,-1,51
switching_on,51,56,6 7,-3,51
idle,53,83,1 2 3,-1,53
idle,56,56,6 7,-1,56
computing,56,106,0 6 7,4,34
switching_off,83,88,1 2 3,-2,83
idle,85,93,4 5,-1,85
sleeping,88,88,1 2,-4,88
switching_on,88,93,1 2,-3,88
sleeping,88,106,3,-4,88
idle,93,93,1 2,-1,93
computing,93,139,4 5 1 2,5,44
idle,106,111,0 6 7,-1,106
switching_on,106,111,3,-3,106
idle,111,111,3,-1,111
computing,111,162,0 6 7 3,6,49
idle,139,139,1 2 4,-1,139
idle,139,162,5,-1,139
computing,139,187,1 2 4,7,52
idle,162,162,0 3,-1,162
idle,162,187,6,-1,162
idle,162,192,7,-1,162
computing,162,212,0 3 5,8,57
idle,187,187,1 2 4,-1,187
computing,187,235,1 2 4 6,9,60
switching_off,192,197,7,-2,192
sleeping,197,235,7,-4,197
idle,212,212,0 3 5,-1,212
computing,212,263,0 3 5,10,62
idle,235,240,1 2 4 6,-1,235
switching_on,235,240,7,-3,235
idle,240,240,7,-1,240
computing,240,293,1 2 4 6 7,11,79
idle,263,263,0 3 5,-1,263
computing,263,313,0 3 5,13,84
idle,293,293,1 2 4 6 7,-1,293
computing,293,343,1 2 4 6 7,12,83
idle,313,313,0 3 5,-1,313
computing,313,361,0 3 5,16,103
idle,343,343,1 2 4 6,-1,343
idle,343,373,7,-1,343
computing,343,396,1 2 4 6,14,85
idle,361,361,0 3 5,-1,361
computing,361,410,0 3 5,17,105
switching_off,373,378,7,-2,373
sleeping,378,396,7,-4,378
idle,396,401,1 2 4 6,-1,396
switching_on,396,401,7,-3,396
idle,401,401,7,-1,401
computing,401,451,1 2 4 6 7,15,93
idle,410,410,0 3 5,-1,410
computing,410,461,0 3 5,19,109
idle,451,451,1 2 4 6 7,-1,451
computing,451,500,1 2 4 6 7,18,108
idle,461,461,0 3 5,-1,461
computing,461,512,0 3 5,20,115
idle,500,500,1 2 4 6,-1,500
idle,500,512,7,-1,500
computing,500,549,4 6,29,144
computing,500,550,1 2,21,115
idle,512,512,0 3 5,-1,512
computing,512,558,0 3 5 7,22,119
idle,549,550,4,-1,549
idle,549,558,6,-1,549
idle,550,550,1 2,-1,550
computing,550,599,1 2 4,25,129
idle,558,558,0 3 5 7,-1,558
computing,558,610,0 3 5 6 7,23,119
idle,599,599,1 2 4,-1,599
computing,599,649,1 2 4,26,132
idle,610,610,0 3 5 6,-1,610
idle,610,640,7,-1,610
computing,610,663,0 3 5 6,24,127
switching_off,640,645,7,-2,640
sleeping,645,699,7,-4,645
idle,649,649,1 2 4,-1,649
computing,649,699,1 2 4,27,133
idle,663,663,0 3 5 6,-1,663
computing,663,715,0 3 5 6,28,137
idle,699,704,1 2 4,-1,699
switching_on,699,704,7,-3,699
idle,704,704,7,-1,704
computing,704,755,1 2 4 7,30,146
idle,715,745,0 3 5 6,-1,715
switching_off,745,750,0 3 5 6,-2,745
sleeping,750,755,0 3 5 6,-4,750
idle,755,755,1 2 4 7,-1,755
